symbol,smiles,cxsmiles,monomer_type
X2484,CC(=O)SCCCC[C@H](N)C=O,CC(=O)SCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone
X414,O=CCNc1ccccc1,[*]N(CC([*])=O)c1ccccc1 |$_R1;;;;_R2;;;;;;;$|,Backbone
X508,N[C@@H](C=O)CCC(F)(F)F,FC(F)(F)CC[C@@H](N[*])C([*])=O |$;;;;;;;;_R1;;_R2;$|,Backbone
Aib_OMe,COC(=O)C(C)(C)N,COC(=O)C(C)(C)N[*] |$;;;;;;;;_R1$|,Backbone
Boc_V,CC(C)[C@@H](C=O)NC(=O)OC(C)(C)C,CC(C)[C@H](NC(=O)OC(C)(C)C)C([*])=O |$;;;;;;;;;;;;;_R2;$|,Backbone
X1648,O=C(O)COC(=O)[C@@H]1CCCN1,OC(=O)COC(=O)[C@@H]1CCCN1[*] |$;;;;;;;;;;;;_R1$|,Backbone
X2263,O=C[C@H](Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)OCc1ccccc1,OS(=O)(=O)Oc1ccc(C[C@H](NC(=O)OCc2ccccc2)C([*])=O)cc1 |$;;;;;;;;;;;;;;;;;;;;;;;_R2;;;$|,Backbone
X2236,C[N+](C)(C)[C@H](C=O)Cc1ccc(O)cc1,C[N+](C)(C)[C@@H](Cc1ccc(O)cc1)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone
X2239,N=C(N)NCCC[C@@H](C=O)NCCCCCC(=O)[C@@H](N)CC(=O)O,NC(=N)NCCC[C@H](NCCCCCC(=O)[C@H](CC(O)=O)N[*])C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone
dPhe(4-Cl),N[C@@H](C=O)Cc1ccc(Cl)cc1,Clc1ccc(C[C@@H](N[*])C([*])=O)cc1 |$;;;;;;;;_R1;;_R2;;;$|,Backbone
d3-Pal,N[C@@H](C=O)Cc1cccnc1,[*]N[C@H](Cc1cccnc1)C([*])=O |$_R1;;;;;;;;;;;_R2;$|,Backbone
H,N[C@H](C=O)Cc1cnc[nH]1,[*]N[C@@H](Cc1cnc[nH]1)C([*])=O |$_R1;;;;;;;;;;_R2;$|,Backbone
X1,NC1(C=O)CCCCC1,[*]NC1(CCCCC1)C([*])=O |$_R1;;;;;;;;;_R2;$|,Backbone
X945,C[C@@H](c1ccc(O)cc1)[C@@H](N)C=O,C[C@H]([C@@H](N[*])C([*])=O)c1ccc(O)cc1 |$;;;;_R1;;_R2;;;;;;;;$|,Backbone
X807,COC(=O)[C@@H](N)Cc1cccc(OC(=O)c2ccccc2)c1,COC(=O)[C@H](Cc1cccc(OC(=O)c2ccccc2)c1)N[*] |$;;;;;;;;;;;;;;;;;;;;;;_R1$|,Backbone
dSer(Bzl),N[C@@H](C=O)COCc1ccccc1,[*]N[C@H](COCc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;_R2;$|,Backbone
X1032,CCCc1ncc(C[C@H](N)C=O)[nH]1,CCCc1ncc(C[C@H](N[*])C([*])=O)[nH]1 |$;;;;;;;;;;_R1;;_R2;;$|,Backbone
X824,CC1(C)CC[C@@H](C=O)N1,CC1(C)CC[C@H](N1[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone
X1157,O=C[C@@H]1C[C@@H](Oc2cccc3ccccc23)CN1,[*]N1C[C@@H](C[C@H]1C([*])=O)Oc1cccc2ccccc12 |$_R1;;;;;;;_R2;;;;;;;;;;;;$|,Backbone
Me_P,CN1CCC[C@H]1C=O,CN1CCC[C@H]1C([*])=O |$;;;;;;;_R2;$|,Backbone
X1035,C[C@](N)(C=O)Cc1ccccc1,C[C@](Cc1ccccc1)(N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone
X1211,CC(C)(C)c1ccc(C[C@@H](N)C=O)cc1,CC(C)(C)c1ccc(C[C@@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;_R1;;_R2;;;$|,Backbone
X1163,CC(C)[C@H](N)C(=O)c1ncco1,CC(C)[C@H](N[*])C(=O)c1ncco1 |$;;;;;_R1;;;;;;;$|,Backbone
X865,COc1ccc(CCNCC=O)cc1,COc1ccc(CCN([*])CC([*])=O)cc1 |$;;;;;;;;;_R1;;;_R2;;;$|,Backbone
X862,O=C[C@H](CCC(=O)O)NCCc1ccc2ccc3cccc4ccc1c2c34,OC(=O)CC[C@H](NCCc1ccc2ccc3cccc4ccc1c2c34)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X935,CCCNC(=N)NCCC[C@H](N)C=O,CCCNC(=N)NCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;_R1;;_R2;$|,Backbone
X726,NCCCNCC=O,NCCCN([*])CC([*])=O |$;;;;;_R1;;;_R2;$|,Backbone
X1915,C=C(COC[C@@H](N)C=O)CO[Si](C)(C)C(C)(C)C,CC(C)(C)[Si](C)(C)OCC(=C)COC[C@@H](N[*])C([*])=O |$;;;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone
X1697,COC(=O)CCCCC[C@H](N)C=O,COC(=O)CCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,Backbone
X1770,O=C[C@@H]1C=CC=NN1,"[*]N1N=CC=C[C@H]1C([*])=O |$_R1;;;;;;;;_R2;$,c:2,4|",Backbone
X1935,COC(=O)COC[C@@H](N)C=O,COC(=O)COC[C@@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone
X1971,N=C(N)NCC[C@@H]1CCN[C@@H]1C=O,NC(=N)NCC[C@@H]1CCN([*])[C@@H]1C([*])=O |$;;;;;;;;;;_R1;;;_R2;$|,Backbone
X1684,CC(C)[C@@H](O)[C@@H](N)C=O,CC(C)[C@@H](O)[C@@H](N[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone
X1838,Cc1ccc(S(=O)(=O)OCCOC[C@@H](N)C=O)cc1,Cc1ccc(cc1)S(=O)(=O)OCCOC[C@@H](N[*])C([*])=O |$;;;;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone
X1854,CCC=CC[C@@H](C)C[C@@H](C=O)NC,"CCC=CC[C@@H](C)C[C@H](N(C)[*])C([*])=O |w:3.3,$;;;;;;;;;;;_R1;;_R2;$|",Backbone
X1856,CN[C@H](C=O)[C@H](O)[C@H](C)C[C@@H]1C[C@H]1C,C[C@H](C[C@@H]1C[C@H]1C)[C@@H](O)[C@H](N(C)[*])C([*])=O |$;;;;;;;;;;;;_R1;;_R2;$|,Backbone
X1862,CN[C@@H](C=O)CCCCNC(=O)OCc1ccc(Cl)cc1,CN([*])[C@H](CCCCNC(=O)OCc1ccc(Cl)cc1)C([*])=O |$;;_R1;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X1793,N[C@H](C=O)CC(=O)c1ccccc1[N+](=O)[O-],[*]N[C@@H](CC(=O)c1ccccc1N(=O)=O)C([*])=O |$_R1;;;;;;;;;;;;;;;;_R2;$|,Backbone
X1794,N[C@H](C=O)Cc1cn(CN2CCCC2)c2ccccc12,[*]N[C@@H](Cc1cn(CN2CCCC2)c2ccccc12)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X1724,N[C@@]1(C=O)C[C@@H]1c1ccccc1,[*]N[C@]1(C[C@@H]1c1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;_R2;$|,Backbone
X1799,N[C@H]1CN[C@H](C=O)C1,N[C@@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;_R1;;;_R2;$|,Backbone
X1816,N[C@@H](C=O)COCCO,OCCOC[C@@H](N[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone
X1884,N[C@@]1(C=O)C[C@H]1c1ccccc1,[*]N[C@]1(C[C@H]1c1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;_R2;$|,Backbone
X1751,N[C@H](C=O)c1ccc2ccccc2c1,[*]N[C@H](C([*])=O)c1ccc2ccccc2c1 |$_R1;;;;_R2;;;;;;;;;;;$|,Backbone
X1802,N[C@H](C=O)Cc1c(Cl)[nH]c2ccccc12,Clc1[nH]c2ccccc2c1C[C@H](N[*])C([*])=O |$;;;;;;;;;;;;;_R1;;_R2;$|,Backbone
X1808,C#CC[C@H](C=O)NC,CN([*])[C@H](CC#C)C([*])=O |$;;_R1;;;;;;_R2;$|,Backbone
X1782,CC(C)[C@](N)(C=O)C(F)(F)F,CC(C)[C@](N[*])(C([*])=O)C(F)(F)F |$;;;;;_R1;;_R2;;;;;$|,Backbone
X59,C=CCCC[C@@H](N)C=O,[*]N[C@H](CCCC=C)C([*])=O |$_R1;;;;;;;;;_R2;$|,Backbone
X66,CC(=O)CC[C@H](N)C=O,CC(=O)CC[C@H](N[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone
Abu,CC[C@H](N)C=O,CC[C@H](N[*])C([*])=O |$;;;;_R1;;_R2;$|,Backbone
X422,C=CCCCC[C@H](N)C=O,[*]N[C@@H](CCCCC=C)C([*])=O |$_R1;;;;;;;;;;_R2;$|,Backbone
X283,CC[C@H](N)C=O,CC[C@H](N[*])C=O |$;;;;_R1;;$|,Backbone
dNal,N[C@@H](C=O)Cc1ccc2ccccc2c1,[*]N[C@H](Cc1ccc2ccccc2c1)C([*])=O |$_R1;;;;;;;;;;;;;;;_R2;$|,Backbone
X221,C=CCCCCC[C@@H](N)C=O,[*]N[C@H](CCCCCC=C)C([*])=O |$_R1;;;;;;;;;;;_R2;$|,Backbone
X223,C=CCCCCCC[C@H](N)C=O,[*]N[C@@H](CCCCCCC=C)C([*])=O |$_R1;;;;;;;;;;;;_R2;$|,Backbone
X129,O=C[C@]1(C(F)(F)F)CCCN1,FC(F)(F)[C@]1(CCCN1)C([*])=O |$;;;;;;;;;;_R2;$|,Backbone
X136,N[C@@H](C=O)Cc1ccc(F)cc1,Fc1ccc(C[C@@H](N[*])C([*])=O)cc1 |$;;;;;;;;_R1;;_R2;;;$|,Backbone
X137,N[C@H](C=O)COC(=O)c1ccccc1,[*]N[C@@H](COC(=O)c1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;_R2;$|,Backbone
X168,CC[C@H](C)NCC=O,CC[C@H](C)N([*])CC([*])=O |$;;;;;_R1;;;_R2;$|,Backbone
Cbz_I,CC[C@H](C)[C@@H](C=O)NC(=O)OCc1ccccc1,CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X227,O=C[C@H](CCC(=O)O)NCCCc1ccc(Cl)c(Cl)c1,OC(=O)CC[C@H](NCCCc1ccc(Cl)c(Cl)c1)C([*])=O |$;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X351,COc1ccc(-c2ccc(C[C@H](N)C=O)cc2)c(C)c1,COc1ccc(c(C)c1)-c1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone
X427,O=C[C@H](CCC(=O)O)NCCC1CCCCC1,OC(=O)CC[C@H](NCCC1CCCCC1)C([*])=O |$;;;;;;;;;;;;;;;;_R2;$|,Backbone
X2202,CC(C)C[C@@H](N)C(=O)OCOC(=O)N[C@H](C=O)Cc1ccc(O)cc1,CC(C)C[C@@H](N[*])C(=O)OCOC(=O)N[C@@H](Cc1ccc(O)cc1)C([*])=O |$;;;;;;_R1;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X2671,N[C@H](C=O)Cc1cn(CCCCCCCCc2ccccc2)cn1,[*]N[C@@H](Cc1cn(CCCCCCCCc2ccccc2)cn1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X2793,Cc1ccccc1NC(=S)NCCCC[C@H](N)C=O,Cc1ccccc1NC(=S)NCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone
X2818,NC(=[NH+]CCC[C@H](N)C=O)N1CCCC1,"NC(=[NH+]CCC[C@H](N[*])C([*])=O)N1CCCC1 |w:2.2,$;;;;;;;;_R1;;_R2;;;;;;$|",Backbone
X2804,CCCCCCCCCCCCNCCCC[C@@H](N)C=O,CCCCCCCCCCCCNCCCC[C@@H](N[*])C([*])=O |$;;;;;;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone
Cbz_Ser(Bzl),O=C[C@H](COCc1ccccc1)NC(=O)OCc1ccccc1,[*]C(=O)[C@H](COCc1ccccc1)NC(=O)OCc1ccccc1 |$_R2;;;;;;;;;;;;;;;;;;;;;;;$|,Backbone
X2838,CC#Cc1ccccc1C(=O)N(C(C)=O)[C@H](C=O)Cc1ccc(F)cc1,CC#Cc1ccccc1C(=O)N([C@@H](Cc1ccc(F)cc1)C([*])=O)C(C)=O |$;;;;;;;;;;;;;;;;;;;;;;_R2;;;;$|,Backbone
X1995,CSCC[C@H](N)C(=O)NC(C)=O,CSCC[C@H](N[*])C(=O)NC(C)=O |$;;;;;;_R1;;;;;;$|,Backbone
X2810,Cc1ccc(S(=O)(=O)N[C@H](C=O)CC(C)C)cc1,CC(C)C[C@H](NS(=O)(=O)c1ccc(C)cc1)C([*])=O |$;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X2811,CC(=O)N(C(=O)c1ccccc1N)[C@H](C=O)Cc1ccc(F)cc1,CC(=O)N([C@@H](Cc1ccc(F)cc1)C([*])=O)C(=O)c1ccccc1N |$;;;;;;;;;;;;;;_R2;;;;;;;;;;$|,Backbone
X2751,CCOC(=O)[C@@H](N)Cc1ccc2ccccc2c1,CCOC(=O)[C@H](Cc1ccc2ccccc2c1)N[*] |$;;;;;;;;;;;;;;;;;;_R1$|,Backbone
X2766,COc1cc(C)c([C@@H](C)[C@H](N)C=O)c(C)c1,COc1cc(C)c([C@@H](C)[C@H](N[*])C([*])=O)c(C)c1 |$;;;;;;;;;;;_R1;;_R2;;;;$|,Backbone
X2715,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)c1nccs1,[*]N[C@@H](Cc1c[nH]c2ccccc12)C(=O)c1nccs1 |$_R1;;;;;;;;;;;;;;;;;;;$|,Backbone
X2705,N[C@@]1(C(=O)O)C[C@@H]1Cc1ccccc1,OC(=O)[C@@]1(C[C@@H]1Cc1ccccc1)N[*] |$;;;;;;;;;;;;;;_R1$|,Backbone
X2777,N[C@@H](CC(=O)O)C(=O)COC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,OC(=O)C[C@H](N[*])C(=O)COC(=O)c1c(cccc1C(F)(F)F)C(F)(F)F |$;;;;;;_R1;;;;;;;;;;;;;;;;;;;;$|,Backbone
X2038,CC(C)NC(=O)N[C@@H](C=O)CS,CC(C)NC(=O)N[C@H](CS[*])C([*])=O |$;;;;;;;;;;_R3;;_R2;$|,Backbone
Cbz_K,NCCCC[C@@H](C=O)NC(=O)OCc1ccccc1,NCCCC[C@H](N([*])C(=O)OCc1ccccc1)C([*])=O |$;;;;;;;_R1;;;;;;;;;;;;_R2;$|,Backbone
X2106,O=C[C@@H]1C[C@@H](OC(=O)N2Cc3ccc(Cl)cc3C2)CN1,Clc1ccc2CN(Cc2c1)C(=O)O[C@@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;;;;;;;;;;;;;_R1;;;_R2;$|,Backbone
X2138,N[C@H](C=O)c1ccc(Oc2nc(Cl)cc3ccccc23)cc1,Clc1cc2ccccc2c(Oc2ccc(cc2)[C@H](N[*])C([*])=O)n1 |$;;;;;;;;;;;;;;;;;;;_R1;;_R2;;$|,Backbone
X2153,N=C(N)NCCC[C@@H](C=O)Nc1ccc(O)c2c1C(=O)c1ccccc1C2=O,NC(=N)NCCC[C@H](Nc1ccc(O)c2C(=O)c3ccccc3C(=O)c12)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X2184,O=C[C@H](Cc1ccc(OP(=O)(O)O)cc1)NOC(=O)Cc1cc(=O)oc2cc(O)ccc12,Oc1ccc2c(CC(=O)ON[C@@H](Cc3ccc(OP(O)(O)=O)cc3)C([*])=O)cc(=O)oc2c1 |$;;;;;;;;;;;;;;;;;;;;;;;;;_R2;;;;;;;$|,Backbone
X2206,N=C(N)N1CCC[C@H](C[C@H](N)C(=O)c2nc3ccccc3s2)C1,NC(=N)N1CCC[C@H](C[C@H](N[*])C(=O)c2nc3ccccc3s2)C1 |$;;;;;;;;;;;_R1;;;;;;;;;;;;$|,Backbone
X2135,N=C(N)N1CCC(C[C@H](N)C=O)CC1,NC(=N)N1CCC(C[C@H](N[*])C([*])=O)CC1 |$;;;;;;;;;;_R1;;_R2;;;$|,Backbone
X2149,N=C(N)NCCC[C@H](N)C(=O)c1nc2ccccc2o1,NC(=N)NCCC[C@H](N[*])C(=O)c1nc2ccccc2o1 |$;;;;;;;;;_R1;;;;;;;;;;;$|,Backbone
X2151,CC(C)[C@@H](C=O)NCP(=O)(O)O,CC(C)[C@H](NCP(O)(O)=O)C([*])=O |$;;;;;;;;;;;_R2;$|,Backbone
X2174,CC[C@H](C)[C@H](N)C(=O)NC(=O)[C@@H](N)Cc1ccccc1,CC[C@H](C)[C@H](N[*])C(=O)NC(=O)[C@@H](N)Cc1ccccc1 |$;;;;;;_R1;;;;;;;;;;;;;;$|,Backbone
K_Me,CC(=O)[C@@H](N)CCCCN,CC(=O)[C@H](CCCCN)N[*] |$;;;;;;;;;;_R1$|,Backbone
X1018,C[n+]1cscc1C[C@H](N)C=O,C[n+]1cscc1C[C@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone
X1488,CCCCCN1C(=O)C[C@@H](C=O)NC1=O,CCCCCN1C(=O)C[C@H](NC1=O)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone
X1489,CCOC(=O)[C@@H](N)CCc1ccccc1,CCOC(=O)[C@H](CCc1ccccc1)N[*] |$;;;;;;;;;;;;;;;_R1$|,Backbone
X1491,Cc1ccc(C[C@@H](N)C=O)c(C)c1,Cc1ccc(C[C@@H](N[*])C([*])=O)c(C)c1 |$;;;;;;;;_R1;;_R2;;;;$|,Backbone
X1283,CN(CC=O)C[C@@H](N)Cc1ccccc1,CN(C[C@@H](N)Cc1ccccc1)CC([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone
X1330,NC(N)NCCC[C@H](N)C=O,NC(N)NCCC[C@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone
X1306,CC(C)(C)OC(=O)N[C@@H](C=O)c1ccsc1,CC(C)(C)OC(=O)N[C@@H](C([*])=O)c1ccsc1 |$;;;;;;;;;;_R2;;;;;;$|,Backbone
X1253,O=C[C@H]1Cc2ccccc2N1,[*]N1[C@H](Cc2ccccc12)C([*])=O |$_R1;;;;;;;;;;;_R2;$|,Backbone
X1241,N[C@@H](C=O)Cc1cnc(Cc2ccccc2)[nH]1,[*]N[C@H](Cc1cnc(Cc2ccccc2)[nH]1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X1408,N[C@H](C=O)CCCCNC1CC1,[*]N[C@@H](CCCCNC1CC1)C([*])=O |$_R1;;;;;;;;;;;;_R2;$|,Backbone
X1242,N[C@@H](C=O)Cc1c[nH]c2cc([N+](=O)[O-])ccc12,[*]N[C@H](Cc1c[nH]c2cc(ccc12)N(=O)=O)C([*])=O |$_R1;;;;;;;;;;;;;;;;;_R2;$|,Backbone
Aca,CCCCCCCC[C@H](N)C=O,CCCCCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone
X1277,CCN1C(=O)c2cccc3c(-n4cc(C[C@H](N)C=O)nn4)ccc(c23)C1=O,CCN1C(=O)c2cccc3c(ccc(C1=O)c23)-n1cc(C[C@H](N[*])C([*])=O)nn1 |$;;;;;;;;;;;;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone
X1471,N=C(N)N1CCC[C@@H]1C=O,NC(=N)N1CCC[C@@H]1C([*])=O |$;;;;;;;;;_R2;$|,Backbone
X1481,N[C@H](CC1=CCCC=C1)C(=O)O,"OC(=O)[C@@H](CC1=CCCC=C1)N[*] |$;;;;;;;;;;;;_R1$,c:9,t:5|",Backbone
X1475,NCCCCC[C@H](N)C(=O)c1nccs1,NCCCCC[C@H](N[*])C(=O)c1nccs1 |$;;;;;;;;_R1;;;;;;;$|,Backbone
Me_dV,CN[C@@H](C=O)C(C)C,CC(C)[C@@H](N(C)[*])C([*])=O |$;;;;;;_R1;;_R2;$|,Backbone
X1126,NCCCC[C@@H](C=O)NC(=O)OCc1ccccc1[N+](=O)[O-],NCCCC[C@H](NC(=O)OCc1ccccc1N(=O)=O)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X242,CC(C)=CCCC(C)=CC[C@]12C[C@@H](C=O)N[C@H]1Nc1ccccc12,"CC(C)=CCCC(C)=CC[C@]12C[C@H](N([*])[C@H]1Nc1ccccc21)C([*])=O |w:8.8,$;;;;;;;;;;;;;;_R1;;;;;;;;;;_R2;$|",Backbone
X387,C[C@H](c1ccccc1)[C@H](N)C=O,C[C@@H]([C@H](N[*])C([*])=O)c1ccccc1 |$;;;;_R1;;_R2;;;;;;;$|,Backbone
Me_dA,CN[C@H](C)C=O,C[C@@H](N(C)[*])C([*])=O |$;;;;_R1;;_R2;$|,Backbone
Boc_E,CC(C)(C)OC(=O)N[C@H](C=O)CCC(=O)O,CC(C)(C)OC(=O)N[C@@H](CCC(O)=O)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,Backbone
X251,CC(C)(C)OC(=O)N[C@H](C=O)Cc1ccc(S(=O)(=O)O)cc1,CC(C)(C)OC(=O)N[C@@H](Cc1ccc(cc1)S(O)(=O)=O)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
Iva,CC[C@](C)(N)C=O,CC[C@](C)(N[*])C([*])=O |$;;;;;_R1;;_R2;$|,Backbone
X268,CC(C)(C=O)NCCCC1CCCCC1,CC(C)(NCCCC1CCCCC1)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone
X572,N[C@@H](C=O)CCCCNC(=NCC(F)(F)F)NCC(F)(F)F,"FC(F)(F)CNC(NCCCC[C@@H](N[*])C([*])=O)=NCC(F)(F)F |w:18.18,$;;;;;;;;;;;;;;_R1;;_R2;;;;;;;$|",Backbone
X255,O=C[C@H]1CSCN1,[*]N1CSC[C@@H]1C([*])=O |$_R1;;;;;;;_R2;$|,Backbone
X688,CC[C@H](C)[C@H](N)C(=O)OCCC(C)C,CC[C@H](C)[C@H](N[*])C(=O)OCCC(C)C |$;;;;;;_R1;;;;;;;;$|,Backbone
X435,COC(=O)[C@@H](N)Cc1ccc(C#Cc2ccccc2)cc1,COC(=O)[C@H](Cc1ccc(cc1)C#Cc1ccccc1)N[*] |$;;;;;;;;;;;;;;;;;;;;;_R1$|,Backbone
X440,O=CCNCc1ccco1,[*]N(CC([*])=O)Cc1ccco1 |$_R1;;;;_R2;;;;;;;$|,Backbone
X258,NC(=O)NCCCC[C@H](N)C=O,NC(=O)NCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone
X200,N[C@@H](C=CCP(=O)(O)O)C(=O)O,"OC(=O)[C@@H](N[*])C=CCP(O)(O)=O |w:7.7,$;;;;;_R1;;;;;;;$|",Backbone
X169,O=C[C@@H]1CCCN1C(=O)N(CCCl)N=O,ClCCN(N=O)C(=O)N1CCC[C@H]1C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone
R_Me,CC(=O)[C@@H](N)CCCNC(=N)N,CC(=O)[C@H](CCCNC(N)=N)N[*] |$;;;;;;;;;;;;_R1$|,Backbone
X171,CC(=O)SCCOP(=O)(OCCSC(C)=O)Oc1ccc(C[C@H](N)C=O)cc1,CC(=O)SCCOP(=O)(OCCSC(C)=O)Oc1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone
X374,N[C@H](C=O)Cc1ccc(C(=O)c2ccccc2)cc1,[*]N[C@@H](Cc1ccc(cc1)C(=O)c1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X152,CCOC(=O)[C@@H](N)C(C(F)(F)F)C(F)(F)F,CCOC(=O)[C@@H](N[*])C(C(F)(F)F)C(F)(F)F |$;;;;;;;_R1;;;;;;;;;$|,Backbone
X1562,C=CC[C@](C)(N)C=O,C[C@@](CC=C)(N[*])C([*])=O |$;;;;;;_R1;;_R2;$|,Backbone
EtCO_dPhg,CCOC(=O)N[C@@H](C=O)c1ccccc1,CCOC(=O)N[C@@H](C([*])=O)c1ccccc1 |$;;;;;;;;_R2;;;;;;;$|,Backbone
X1086,CCCCNC(=O)N[C@H](C=O)Cc1ccccc1,CCCCNC(=O)N[C@@H](Cc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X1550,CC(C)[C@@H](C=O)NCCCS,CC(C)[C@H](NCCCS)C([*])=O |$;;;;;;;;;;_R2;$|,Backbone
X1551,Cn1c[nH+]c(C[C@H](N)C=O)c1,Cn1c[nH+]c(C[C@H](N[*])C([*])=O)c1 |$;;;;;;;;_R1;;_R2;;$|,Backbone
X1632,CC(=CC[C@]12C[C@@H](C=O)N[C@H]1Nc1ccccc12)CCCC(C)C,"CC(C)CCCC(C)=CC[C@]12C[C@H](N([*])[C@H]1Nc1ccccc21)C([*])=O |w:8.8,$;;;;;;;;;;;;;;_R1;;;;;;;;;;_R2;$|",Backbone
X958,CC(C)[C@@H](C=O)NC(=O)N(c1ccccc1)c1ccccc1,CC(C)[C@H](NC(=O)N(c1ccccc1)c1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X1449,O=C[C@H](Cc1ccc(O)cc1)N(CC1CC1)CC1CC1,Oc1ccc(C[C@H](N(CC2CC2)CC2CC2)C([*])=O)cc1 |$;;;;;;;;;;;;;;;;;_R2;;;$|,Backbone
X1588,CCCCCCN=C(NC#N)NCCCC[C@@H](N)C=O,"CCCCCCN=C(NCCCC[C@@H](N[*])C([*])=O)NC#N |w:6.5,$;;;;;;;;;;;;;;;_R1;;_R2;;;;$|",Backbone
X594,O=C[C@@H]1C[C@H](n2cc(-c3ccc(F)cc3)nn2)CN1,Fc1ccc(cc1)-c1cn(nn1)[C@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;;;;;;;;;;;;_R1;;;_R2;$|,Backbone
X2582,N[C@H](C=O)CCCCCCC(=O)O,OC(=O)CCCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,Backbone
X2635,CNC(=O)N[C@H](C=O)Cc1c[nH]c2ccccc12,CNC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C([*])=O |$;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X2640,N[C@@H](CC1CCNCC1)C(=O)c1nccs1,[*]N[C@@H](CC1CCNCC1)C(=O)c1nccs1 |$_R1;;;;;;;;;;;;;;;;$|,Backbone
X2668,CC(C)C[C@@H](C=O)NC(=O)NCc1ccc(Cl)cc1Cl,CC(C)C[C@H](NC(=O)NCc1ccc(Cl)cc1Cl)C([*])=O |$;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X2632,N[C@@H](CC1CCCCC1)C(=O)[C@@H](CC(F)F)C(=O)c1nc2ccccc2o1,FC(F)C[C@H](C(=O)[C@H](CC1CCCCC1)N[*])C(=O)c1nc2ccccc2o1 |$;;;;;;;;;;;;;;;;_R1;;;;;;;;;;;$|,Backbone
