symbol,smiles,cxsmiles,monomer_type
X1703,CN(H)[C@H](SCCCN1CCOCC1)C(H)=O,CN([*])[C@H](SCCCN1CCOCC1)C([*])=O |$;;_R1;;;;;;;;;;;;;_R2;$|,Backbone
F_OtBu,CC(C)(C)OC(=O)[C@H](Cc1ccccc1)NH,CC(C)(C)OC(=O)[C@H](Cc1ccccc1)N[*] |$;;;;;;;;;;;;;;;;_R1$|,Backbone
X160,CC(C)[C@H](NH)C(=O)C(F)(F)C(F)(F)F,CC(C)[C@H](N[*])C(=O)C(F)(F)C(F)(F)F |$;;;;;_R1;;;;;;;;;$|,Backbone
X1661,C[C@H]1[C@@H](N(H)Cc2ccccc12)C(H)=O,C[C@H]1[C@@H](N([*])Cc2ccccc12)C([*])=O |$;;;;_R1;;;;;;;;;_R2;$|,Backbone
X607,CNC(=O)N[C@@H](CCSC)C(H)=O,CNC(=O)N[C@@H](CCSC)C([*])=O |$;;;;;;;;;;;_R2;$|,Backbone
X441,ClN(H)[C@H](C(H)=O)c1ccccc1,ClN([*])[C@H](C([*])=O)c1ccccc1 |$;;_R1;;;_R2;;;;;;;$|,Backbone
X1515,COC(=O)[C@H](Cc1cccc(OC(=O)C=C(C)C)c1)NH,COC(=O)[C@H](Cc1cccc(OC(=O)C=C(C)C)c1)N[*] |$;;;;;;;;;;;;;;;;;;;;_R1$|,Backbone
X1604,CCS[C@@H]1CCN(H)[C@H]1C(H)=O,CCS[C@@H]1CCN([*])[C@H]1C([*])=O |$;;;;;;;_R1;;;_R2;$|,Backbone
X2530,COC(=O)[C@@H](Cc1ccc(O)c(Oc2ccc(C[C@H](N)C(H)=O)cc2)c1)NH,COC(=O)[C@@H](Cc1ccc(O)c(Oc2ccc(C[C@H](N)C([*])=O)cc2)c1)N[*] |$;;;;;;;;;;;;;;;;;;;;;_R2;;;;;;_R1$|,Backbone
X2538,OC(=O)C[C@H](NH)C(=O)CON1[C@H]2CCCC[C@H]2CC1=O,OC(=O)C[C@H](N[*])C(=O)CON1[C@H]2CCCC[C@H]2CC1=O |$;;;;;;_R1;;;;;;;;;;;;;;$|,Backbone
X2580,ClCCN(CCCl)c1cccc(C[C@H](NH)C(H)=O)c1,ClCCN(CCCl)c1cccc(C[C@H](N[*])C([*])=O)c1 |$;;;;;;;;;;;;;;;_R1;;_R2;;$|,Backbone
X2597,CCNC(=N)NCCC[C@H](N)C(=O)NC(=N)NCCC[C@H](N)C(H)=O,CCNC(=N)NCCC[C@H](N)C(=O)NC(=N)NCCC[C@H](N)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X2613,COCCC[C@H](NH)C(=O)c1nc2ccccc2s1,COCCC[C@H](N[*])C(=O)c1nc2ccccc2s1 |$;;;;;;;_R1;;;;;;;;;;;$|,Backbone
X2701,CCN(H)[C@H](Cc1cc2ccccc2s1)C(H)=O,CCN([*])[C@H](Cc1cc2ccccc2s1)C([*])=O |$;;;_R1;;;;;;;;;;;;;_R2;$|,Backbone
X2680,Clc1ccc(Cl)c2CN(Cc12)C(=O)O[C@@H]1C[C@H](N(H)C1)C(H)=O,Clc1ccc(Cl)c2CN(Cc12)C(=O)O[C@@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;;;;;;;;;;;;;;_R1;;;_R2;$|,Backbone
X2691,CC(C)C[C@H](NC(=O)Nc1cc(C)on1)C(H)=O,CC(C)C[C@H](NC(=O)Nc1cc(C)on1)C([*])=O |$;;;;;;;;;;;;;;;;_R2;$|,Backbone
X2586,OP(O)(=O)CCCCC[C@H](NH)C(H)=O,OP(O)(=O)CCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,Backbone
X2623,CC(C)[C@H](NH)C(=O)c1ncoc1-c1ccccc1,CC(C)[C@H](N[*])C(=O)c1ncoc1-c1ccccc1 |$;;;;;_R1;;;;;;;;;;;;;$|,Backbone
X2746,Cc1cc(O)cc(O)c1C[C@H](N)C(H)=O,Cc1cc(O)cc(O)c1C[C@H](N)C([*])=O |$;;;;;;;;;;;;;_R2;$|,Backbone
X2625,CC(C)(OP(O)(O)=O)[C@H](NH)C(O)=O,CC(C)(OP(O)(O)=O)[C@H](N[*])C(O)=O |$;;;;;;;;;;_R1;;;$|,Backbone
X2616,CC(C)C[C@H](NC(=O)NCc1ccc(F)cc1)C(H)=O,CC(C)C[C@H](NC(=O)NCc1ccc(F)cc1)C([*])=O |$;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X2659,OC(=O)C(C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(H)=O)C(O)=O,OC(=O)C(C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C([*])=O)C(O)=O |$;;;;;;;;;;;;;;;;;;;;;;;;;_R2;;;;$|,Backbone
X2560,Cc1ccc(NC(=O)NCCCC[C@H](NH)C(H)=O)cc1,Cc1ccc(NC(=O)NCCCC[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone
X2566,OC(=O)[C@H]1CCC(=O)N1N1CCC[C@H]1C(H)=O,OC(=O)[C@H]1CCC(=O)N1N1CCC[C@H]1C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,Backbone
X2277,C[n+]1cccc(c1)C(=O)[C@@H]1CCCN1[C@@H](Cc1ccc(O)cc1)C(H)=O,C[n+]1cccc(c1)C(=O)[C@@H]1CCCN1[C@@H](Cc1ccc(O)cc1)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X2338,CSCC[C@H](NC(=O)Nc1ccc(Cl)cc1)C(H)=O,CSCC[C@H](NC(=O)Nc1ccc(Cl)cc1)C([*])=O |$;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X2315,HC(=O)[C@H](Cc1cccc2ccccc12)NC(=O)OCc1ccccc1,[*]C(=O)[C@H](Cc1cccc2ccccc12)NC(=O)OCc1ccccc1 |$_R2;;;;;;;;;;;;;;;;;;;;;;;;;$|,Backbone
X2425,CC(C)[C@H](NH)C(=O)c1nc2cc(Cl)ccc2o1,CC(C)[C@H](N[*])C(=O)c1nc2cc(Cl)ccc2o1 |$;;;;;_R1;;;;;;;;;;;;$|,Backbone
X2419,NCCCC[C@H](NC(=S)[C@@H](N)CCCNC(N)=N)C(H)=O,NCCCC[C@H](NC(=S)[C@@H](N)CCCNC(N)=N)C([*])=O |$;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X2464,HC(=O)[C@@H](Cc1ccccc1)n1c(=O)[nH]c2ccccc2c1=O,[*]C(=O)[C@@H](Cc1ccccc1)n1c(=O)[nH]c2ccccc2c1=O |$_R2;;;;;;;;;;;;;;;;;;;;;;$|,Backbone
Cbz_Glu(OtBu),CC(C)(C)OC(=O)CC[C@H](NC(=O)OCc1ccccc1)C(H)=O,CC(C)(C)OC(=O)CC[C@H](NC(=O)OCc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X2457,OC(=O)CN1CCN(CC(H)=O)CC1,OC(=O)CN1CCN(CC([*])=O)CC1 |$;;;;;;;;;;_R2;;;$|,Backbone
X458,CCS[C@H]1CCN(H)[C@H]1C(H)=O,CCS[C@H]1CCN([*])[C@H]1C([*])=O |$;;;;;;;_R1;;;_R2;$|,Backbone
X537,HN[C@H](Cc1csc2ccccc12)C(H)=O,[*]N[C@H](Cc1csc2ccccc12)C([*])=O |$_R1;;;;;;;;;;;;;;_R2;$|,Backbone
X756,CC[C@H](O)[C@H](NH)C(H)=O,CC[C@H](O)[C@H](N[*])C([*])=O |$;;;;;;_R1;;_R2;$|,Backbone
X619,C[C@@](Cc1ccc(O)cc1)(NH)C(H)=O,C[C@@](Cc1ccc(O)cc1)(N[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,Backbone
X674,OP(O)(=O)OC[C@@H](NH)C(H)=O,OP(O)(=O)OC[C@@H](N[*])C([*])=O |$;;;;;;;;_R1;;_R2;$|,Backbone
X897,HN[C@@H](CCSN=O)C(H)=O,[*]N[C@@H](CCSN=O)C([*])=O |$_R1;;;;;;;;;_R2;$|,Backbone
X898,HN[C@@H](CC1CC1)C(H)=O,[*]N[C@@H](CC1CC1)C([*])=O |$_R1;;;;;;;;_R2;$|,Backbone
X825,FC(F)C[C@H](NH)C(=O)c1nccs1,FC(F)C[C@H](N[*])C(=O)c1nccs1 |$;;;;;;_R1;;;;;;;$|,Backbone
X826,Oc1ccc(CCC(=O)ONCC(H)=O)cc1,Oc1ccc(CCC(=O)ONCC([*])=O)cc1 |$;;;;;;;;;;;;;_R2;;;$|,Backbone
X975,Nc1cc(C[C@H](NH)C(H)=O)ccc1O,Nc1cc(C[C@H](N[*])C([*])=O)ccc1O |$;;;;;;;_R1;;_R2;;;;;$|,Backbone
X841,CCOC(=O)[C@@H](Cc1ccccc1)NH,CCOC(=O)[C@@H](Cc1ccccc1)N[*] |$;;;;;;;;;;;;;;_R1$|,Backbone
dalloThr(Bzl),C[C@@H](OCc1ccccc1)[C@@H](NH)C(H)=O,C[C@@H](OCc1ccccc1)[C@@H](N[*])C([*])=O |$;;;;;;;;;;;;_R1;;_R2;$|,Backbone
X448,HN[C@@H](Cc1cnc[nH]1)C=O,[*]N[C@@H](Cc1cnc[nH]1)C=O |$_R1;;;;;;;;;;$|,Backbone
X525,CCC(CC)(NH)C(H)=O,CCC(CC)(N[*])C([*])=O |$;;;;;;_R1;;_R2;$|,Backbone
X588,Cn1cncc1C[C@H](NH)C(H)=O,Cn1cncc1C[C@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone
X2889,ONC(=N)NCCC[C@H](NH)C(H)=O,ONC(=N)NCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone
X2893,HN[C@@H](C1CC1)C(H)=O,[*]N[C@@H](C1CC1)C([*])=O |$_R1;;;;;;;_R2;$|,Backbone
X2871,COc1ccc(COC(=O)N[C@@H](COCc2ccccc2)C(H)=O)cc1,COc1ccc(COC(=O)N[C@@H](COCc2ccccc2)C([*])=O)cc1 |$;;;;;;;;;;;;;;;;;;;;;;_R2;;;$|,Backbone
X2533,CC(=O)[C@@H](Cc1c[nH]c2ccccc12)N[C@@H](Cc1ccccc1)C(H)=O,CC(=O)[C@@H](Cc1c[nH]c2ccccc12)N[C@@H](Cc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X1955,N[C@@H](Cc1ccc(O)c(F)c1)C(H)=O,N[C@@H](Cc1ccc(O)c(F)c1)C([*])=O |$;;;;;;;;;;;;_R2;$|,Backbone
X681,COC(=O)[C@H](Cc1ccc(O)c(O)c1)NH,COC(=O)[C@H](Cc1ccc(O)c(O)c1)N[*] |$;;;;;;;;;;;;;;;_R1$|,Backbone
X1486,OC(=O)C[C@H](NH)C(=O)c1ncc[nH]1,OC(=O)C[C@H](N[*])C(=O)c1ncc[nH]1 |$;;;;;;_R1;;;;;;;$|,Backbone
X10,Oc1ccc(C[C@H](NCC=C)C(H)=O)cc1,Oc1ccc(C[C@H](NCC=C)C([*])=O)cc1 |$;;;;;;;;;;;;_R2;;;$|,Backbone
X2273,HC(=O)[C@H](Cc1ccccc1)NS(=O)(=O)Cc1ccccc1,[*]C(=O)[C@H](Cc1ccccc1)NS(=O)(=O)Cc1ccccc1 |$_R2;;;;;;;;;;;;;;;;;;;;;$|,Backbone
X2264,CN[C@H](C(c1ccccc1)c1ccccc1)C(H)=O,CN[C@H](C(c1ccccc1)c1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X2246,OC(=O)C[C@H](NH)C(=O)COP(=O)(c1ccccc1)c1ccccc1,OC(=O)C[C@H](N[*])C(=O)COP(=O)(c1ccccc1)c1ccccc1 |$;;;;;;_R1;;;;;;;;;;;;;;;;;;$|,Backbone
meL,CC(C)C[C@H](N(C)H)C(H)=O,CC(C)C[C@H](N(C)[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone
X4,CC(C)NCCCC[C@H](NH)C(H)=O,CC(C)NCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone
dA,C[C@@H](NH)C(H)=O,C[C@@H](N[*])C([*])=O |$;;;_R1;;_R2;$|,Backbone
Phe(4-Me),Cc1ccc(C[C@H](NH)C(H)=O)cc1,Cc1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;_R1;;_R2;;;$|,Backbone
1-Nal,HN[C@@H](Cc1cccc2ccccc12)C(H)=O,[*]N[C@@H](Cc1cccc2ccccc12)C([*])=O |$_R1;;;;;;;;;;;;;;;_R2;$|,Backbone
X800,CSCCN(H)CC(H)=O,CSCCN([*])CC([*])=O |$;;;;;_R1;;;_R2;$|,Backbone
X946,HN1CS(=O)C[C@@H]1C(H)=O,[*]N1CS(=O)C[C@@H]1C([*])=O |$_R1;;;;;;;;_R2;$|,Backbone
X880,OP(O)(=O)c1ccc(C[C@H](NH)C(H)=O)cc1,OP(O)(=O)c1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;_R1;;_R2;;;$|,Backbone
X883,Fc1ccccc1C[C@H](NH)C(H)=O,Fc1ccccc1C[C@H](N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone
X1213,CCOc1ccc(C[C@@H](NH)C(H)=O)cc1,CCOc1ccc(C[C@@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;_R1;;_R2;;;$|,Backbone
X1033,CCC[C@H](NCCCC1CCCCC1)C(H)=O,CCC[C@H](NCCCC1CCCCC1)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,Backbone
dTle,CC(C)(C)[C@@H](NH)C(H)=O,CC(C)(C)[C@@H](N[*])C([*])=O |$;;;;;;_R1;;_R2;$|,Backbone
X979,Cc1cc(C)cc(C[C@H](NH)C(H)=O)c1,Cc1cc(C)cc(C[C@H](N[*])C([*])=O)c1 |$;;;;;;;;;;_R1;;_R2;;$|,Backbone
X1041,NC(=N)NCC(H)=O,NC(=N)NCC([*])=O |$;;;;;;_R2;$|,Backbone
X1210,HC(=O)CNCCCN1CCCC1=O,[*]C(=O)CNCCCN1CCCC1=O |$_R2;;;;;;;;;;;;;$|,Backbone
V_Me,CC(C)[C@H](NH)C(C)=O,CC(C)[C@H](N[*])C(C)=O |$;;;;;_R1;;;$|,Backbone
X1042,CC(C)[C@H](NC(=O)Oc1ccccc1)C(H)=O,CC(C)[C@H](NC(=O)Oc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,Backbone
X1112,CCN[C@@H](Cc1ccccc1)C(H)=O,CCN[C@@H](Cc1ccccc1)C([*])=O |$;;;;;;;;;;;;_R2;$|,Backbone
X873,CC(C)C[C@H](NC(=O)Nc1ccccc1)C(H)=O,CC(C)C[C@H](NC(=O)Nc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;_R2;$|,Backbone
X1910,CC1(C)C[C@@H](N(H)C1)C(H)=O,CC1(C)C[C@@H](N([*])C1)C([*])=O |$;;;;;;_R1;;;_R2;$|,Backbone
X1911,CN(H)[C@](Cc1ccccc1)(C(H)=O)C(F)(F)F,CN([*])[C@](Cc1ccccc1)(C([*])=O)C(F)(F)F |$;;_R1;;;;;;;;;;_R2;;;;;$|,Backbone
X1771,HN[C@@H](CCCCCC(=O)[C@@H]1CO1)C(H)=O,[*]N[C@@H](CCCCCC(=O)[C@@H]1CO1)C([*])=O |$_R1;;;;;;;;;;;;;;_R2;$|,Backbone
X1938,CC(=N)NCCC[C@H](NH)C(H)=O,CC(=N)NCCC[C@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone
X1962,HC(=O)[C@@H](CSH)N(CCCc1ccccc1)CCCc1ccccc1,[*]C(=O)[C@@H](CS[*])N(CCCc1ccccc1)CCCc1ccccc1 |$_R2;;;;;;_R3;;;;;;;;;;;;;;;;;;;$|,Backbone
X2010,CC(C)CNCc1ccc(C[C@H](NH)C(H)=O)cc1,CC(C)CNCc1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone
X2058,CCCCCCN[C@H](CSH)C(H)=O,CCCCCCN[C@H](CS[*])C([*])=O |$;;;;;;;;;;_R3;;_R2;$|,Backbone
X1913,C[C@@H](OC(c1ccccc1)(c1ccccc1)c1ccccc1)[C@@H](NH)C(H)=O,C[C@@H](OC(c1ccccc1)(c1ccccc1)c1ccccc1)[C@@H](N[*])C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone
X1790,CC(C)(C)OC(=O)NC[C@@H](NH)C(H)=O,CC(C)(C)OC(=O)NC[C@@H](N[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,Backbone
X1743,FC(F)(F)[C@](Cc1ccccc1)(NH)C(H)=O,FC(F)(F)[C@](Cc1ccccc1)(N[*])C([*])=O |$;;;;;;;;;;;;;_R1;;_R2;$|,Backbone
X1705,COn1cc(C[C@H](N(C)H)C(H)=O)c2ccccc12,COn1cc(C[C@H](N(C)[*])C([*])=O)c2ccccc12 |$;;;;;;;;;_R1;;_R2;;;;;;;$|,Backbone
X1880,COC[C@@H](NH)C(H)=O,COC[C@@H](N[*])C([*])=O |$;;;;;_R1;;_R2;$|,Backbone
X1883,CSCOC(=O)CCC[C@@H](C)[C@@H](O)[C@H](N(C)H)C(H)=O,CSCOC(=O)CCC[C@@H](C)[C@@H](O)[C@H](N(C)[*])C([*])=O |$;;;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone
X1673,CC1(C)C[C@H](N(H)C1)C(H)=O,CC1(C)C[C@H](N([*])C1)C([*])=O |$;;;;;;_R1;;;_R2;$|,Backbone
X1739,CC(=O)OCCOC[C@@H](NH)C(H)=O,CC(=O)OCCOC[C@@H](N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone
Me_Lys(Boc),CN(H)[C@@H](CCCCNC(=O)OC(C)(C)C)C(H)=O,CN([*])[C@@H](CCCCNC(=O)OC(C)(C)C)C([*])=O |$;;_R1;;;;;;;;;;;;;;;_R2;$|,Backbone
X866,CCCCCC[C@H](NH)C(H)=O,CCCCCC[C@H](N[*])C([*])=O |$;;;;;;;;_R1;;_R2;$|,Backbone
X1401,CCCCCCCCCC[C@H](NH)C(H)=O,CCCCCCCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;_R1;;_R2;$|,Backbone
X1895,HN[C@@H](Cc1c([nH]c2ccccc12)-c1ccccc1)C(H)=O,[*]N[C@@H](Cc1c([nH]c2ccccc12)-c1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X1710,CN(C)CCS[C@@H](N(C)H)C(H)=O,CN(C)CCS[C@@H](N(C)[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone
X3000,HN[C@@H](Cn1cc(Cc2ccccc2)nn1)C(H)=O,[*]N[C@@H](Cn1cc(Cc2ccccc2)nn1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X56,C[C@@](Cc1ccccc1)(NH)C(H)=O,C[C@@](Cc1ccccc1)(N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone
Cit,NC(=O)NCCC[C@H](NH)C(H)=O,NC(=O)NCCC[C@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone
X70,HN[C@H](Cc1ccc(cc1)C(=O)c1ccccc1)C(H)=O,[*]N[C@H](Cc1ccc(cc1)C(=O)c1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
Me_Sar,CN(C)CC(H)=O,CN(C)CC([*])=O |$;;;;;_R2;$|,Backbone
X222,HN[C@@H](CCCCCC=C)C(H)=O,[*]N[C@@H](CCCCCC=C)C([*])=O |$_R1;;;;;;;;;;;_R2;$|,Backbone
X155,Cc1[nH]c2ccccc2c1C[C@@H](NH)C(H)=O,Cc1[nH]c2ccccc2c1C[C@@H](N[*])C([*])=O |$;;;;;;;;;;;;;_R1;;_R2;$|,Backbone
X110,C[C@@H](NH)C(=O)C(F)(F)F,C[C@@H](N[*])C(=O)C(F)(F)F |$;;;_R1;;;;;;$|,Backbone
X118,HN[C@@H](Cc1ccccc1)C=O,[*]N[C@@H](Cc1ccccc1)C=O |$_R1;;;;;;;;;;;$|,Backbone
X281,C[C@@H](Nc1nccs1)C(H)=O,C[C@@H](Nc1nccs1)C([*])=O |$;;;;;;;;;_R2;$|,Backbone
X425,NC(=N)NC[C@H](NH)C(H)=O,NC(=N)NC[C@H](N[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone
Hyp,O[C@@H]1C[C@H](N(H)C1)C(H)=O,O[C@@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;_R1;;;_R2;$|,Backbone
Aze,HN1CC[C@H]1C(H)=O,[*]N1CC[C@H]1C([*])=O |$_R1;;;;;;_R2;$|,Backbone
X2792,CS(=O)(=O)N[C@H](CCCNC(N)=N)C(H)=O,CS(=O)(=O)N[C@H](CCCNC(N)=N)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone
X2904,Clc1cccc(NC(=O)NCCCC[C@H](NH)C(H)=O)c1,Clc1cccc(NC(=O)NCCCC[C@H](N[*])C([*])=O)c1 |$;;;;;;;;;;;;;;;;_R1;;_R2;;$|,Backbone
X2186,CN([C@H](NH)C(=O)c1ccccc1)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(H)=O,CN([C@H](N[*])C(=O)c1ccccc1)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C([*])=O |$;;;;_R1;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X2798,ClCCN(N=O)C(=O)NCCCC[C@H](NC(=O)N(CCCl)N=O)C(H)=O,ClCCN(N=O)C(=O)NCCCC[C@H](NC(=O)N(CCCl)N=O)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X2806,CC(C)C[C@H](NC(=O)OC[C@H](O)CO)C(H)=O,CC(C)C[C@H](NC(=O)OC[C@H](O)CO)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,Backbone
X2846,CC(C)C[C@H](NC(=O)OCCCO)C(H)=O,CC(C)C[C@H](NC(=O)OCCCO)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone
X2827,Cc1ccccc1NC(=O)NCCCCC[C@H](NH)C(H)=O,Cc1ccccc1NC(=O)NCCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone
X2830,HN[C@@H](Cc1ccn[nH]1)C(H)=O,[*]N[C@@H](Cc1ccn[nH]1)C([*])=O |$_R1;;;;;;;;;;_R2;$|,Backbone
X2757,CN([C@@H](NH)C(=O)c1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(H)=O,CN([C@@H](N[*])C(=O)c1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C([*])=O |$;;;;_R1;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X2778,OC(=O)C[C@H](NH)C(=O)c1ncc(o1)-c1c(Cl)cccc1Cl,OC(=O)C[C@H](N[*])C(=O)c1ncc(o1)-c1c(Cl)cccc1Cl |$;;;;;;_R1;;;;;;;;;;;;;;;$|,Backbone
X2040,CC(C)CCNCCC[C@H](NH)C(H)=O,CC(C)CCNCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,Backbone
X2171,CCS(=O)(=O)N[C@H](CC1CCCCC1)C(H)=O,CCS(=O)(=O)N[C@H](CC1CCCCC1)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,Backbone
X2232,NCCOC(=O)[C@H](Cc1ccc(O)cc1)NH,NCCOC(=O)[C@H](Cc1ccc(O)cc1)N[*] |$;;;;;;;;;;;;;;;;_R1$|,Backbone
X2247,N[C@@H](C1c2ccccc2CCc2ccccc12)C(H)=O,N[C@@H](C1c2ccccc2CCc2ccccc12)C([*])=O |$;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X1994,COc1cc(C[C@H](NH)C(H)=O)ccc1O,COc1cc(C[C@H](N[*])C([*])=O)ccc1O |$;;;;;;;;_R1;;_R2;;;;;$|,Backbone
X2039,HC(=O)[C@@H](CSH)NCc1cccnc1,[*]C(=O)[C@@H](CS[*])NCc1cccnc1 |$_R2;;;;;;_R3;;;;;;;;$|,Backbone
X1133,OP(O)(=O)CC(=O)CNH,OP(O)(=O)CC(=O)CN[*] |$;;;;;;;;;_R1$|,Backbone
X1492,HN1C[C@H]2C[C@H]2[C@H]1C(H)=O,[*]N1C[C@H]2C[C@H]2[C@H]1C([*])=O |$_R1;;;;;;;;_R2;$|,Backbone
X1295,NC(=N)NCCC[C@H](NH)C(=O)c1nc2ccccc2s1,NC(=N)NCCC[C@H](N[*])C(=O)c1nc2ccccc2s1 |$;;;;;;;;;_R1;;;;;;;;;;;$|,Backbone
X1250,COc1cc(C[C@@H](NH)C(H)=O)cc(OC)c1OC,COc1cc(C[C@@H](N[*])C([*])=O)cc(OC)c1OC |$;;;;;;;;_R1;;_R2;;;;;;;;$|,Backbone
X1321,CC(C)[C@H](NS(=O)(=O)C(F)(F)F)C(H)=O,CC(C)[C@H](NS(=O)(=O)C(F)(F)F)C([*])=O |$;;;;;;;;;;;;;_R2;$|,Backbone
X1376,HN(CCC1CCCCC1)CC(H)=O,[*]N(CCC1CCCCC1)CC([*])=O |$_R1;;;;;;;;;;;;_R2;$|,Backbone
X1314,HN[C@@H](CCC(=O)OCc1ccccc1N(=O)=O)C(H)=O,[*]N[C@@H](CCC(=O)OCc1ccccc1N(=O)=O)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X1453,HN[C@H](C=O)C1CCCCC1,[*]N[C@H](C=O)C1CCCCC1 |$_R1;;;;;;;;;;$|,Backbone
X1301,CNC(=N)NCC[C@H](NH)C(H)=O,CNC(=N)NCC[C@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone
X1482,CCCCCCCCCCCCCCCCCCOc1ccc(C[C@H](NH)C(H)=O)cc1,CCCCCCCCCCCCCCCCCCOc1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;;;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone
X1236,HN[C@@H](C1CCCC1)C(H)=O,[*]N[C@@H](C1CCCC1)C([*])=O |$_R1;;;;;;;;;_R2;$|,Backbone
X1005,HN[C@H](CCCCNC1CCCCC1)C(H)=O,[*]N[C@H](CCCCNC1CCCCC1)C([*])=O |$_R1;;;;;;;;;;;;;;;_R2;$|,Backbone
Spg_OMe,COC(=O)C1(CCCC1)NH,COC(=O)C1(CCCC1)N[*] |$;;;;;;;;;;_R1$|,Backbone
X1199,CSCC[C@@H](NH)C=O,CSCC[C@@H](N[*])C=O |$;;;;;;_R1;;$|,Backbone
X252,CSC(C)(C)[C@H](NH)C(H)=O,CSC(C)(C)[C@H](N[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone
X684,OC(=O)C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(H)=O,OC(=O)C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X686,CCS[C@@H]1CCN(H)[C@@H]1C(H)=O,CCS[C@@H]1CCN([*])[C@@H]1C([*])=O |$;;;;;;;_R1;;;_R2;$|,Backbone
