symbol,smiles,cxsmiles,monomer_type
X2484,CC(=O)SCCCC[C@H](NH)C(H)=O,CC(=O)SCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone
X414,HN(CC(H)=O)c1ccccc1,[*]N(CC([*])=O)c1ccccc1 |$_R1;;;;_R2;;;;;;;$|,Backbone
X508,FC(F)(F)CC[C@@H](NH)C(H)=O,FC(F)(F)CC[C@@H](N[*])C([*])=O |$;;;;;;;;_R1;;_R2;$|,Backbone
Aib_OMe,COC(=O)C(C)(C)NH,COC(=O)C(C)(C)N[*] |$;;;;;;;;_R1$|,Backbone
Boc_V,CC(C)[C@H](NC(=O)OC(C)(C)C)C(H)=O,CC(C)[C@H](NC(=O)OC(C)(C)C)C([*])=O |$;;;;;;;;;;;;;_R2;$|,Backbone
X1648,OC(=O)COC(=O)[C@@H]1CCCN1H,OC(=O)COC(=O)[C@@H]1CCCN1[*] |$;;;;;;;;;;;;_R1$|,Backbone
X2263,OS(=O)(=O)Oc1ccc(C[C@H](NC(=O)OCc2ccccc2)C(H)=O)cc1,OS(=O)(=O)Oc1ccc(C[C@H](NC(=O)OCc2ccccc2)C([*])=O)cc1 |$;;;;;;;;;;;;;;;;;;;;;;;_R2;;;$|,Backbone
X2236,C[N+](C)(C)[C@@H](Cc1ccc(O)cc1)C(H)=O,C[N+](C)(C)[C@@H](Cc1ccc(O)cc1)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone
X2239,NC(=N)NCCC[C@H](NCCCCCC(=O)[C@H](CC(O)=O)NH)C(H)=O,NC(=N)NCCC[C@H](NCCCCCC(=O)[C@H](CC(O)=O)N[*])C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone
dPhe(4-Cl),Clc1ccc(C[C@@H](NH)C(H)=O)cc1,Clc1ccc(C[C@@H](N[*])C([*])=O)cc1 |$;;;;;;;;_R1;;_R2;;;$|,Backbone
d3-Pal,HN[C@H](Cc1cccnc1)C(H)=O,[*]N[C@H](Cc1cccnc1)C([*])=O |$_R1;;;;;;;;;;;_R2;$|,Backbone
H,HN[C@@H](Cc1cnc[nH]1)C(H)=O,[*]N[C@@H](Cc1cnc[nH]1)C([*])=O |$_R1;;;;;;;;;;_R2;$|,Backbone
X1,HNC1(CCCCC1)C(H)=O,[*]NC1(CCCCC1)C([*])=O |$_R1;;;;;;;;;_R2;$|,Backbone
X945,C[C@H]([C@@H](NH)C(H)=O)c1ccc(O)cc1,C[C@H]([C@@H](N[*])C([*])=O)c1ccc(O)cc1 |$;;;;_R1;;_R2;;;;;;;;$|,Backbone
X807,COC(=O)[C@H](Cc1cccc(OC(=O)c2ccccc2)c1)NH,COC(=O)[C@H](Cc1cccc(OC(=O)c2ccccc2)c1)N[*] |$;;;;;;;;;;;;;;;;;;;;;;_R1$|,Backbone
dSer(Bzl),HN[C@H](COCc1ccccc1)C(H)=O,[*]N[C@H](COCc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;_R2;$|,Backbone
X1032,CCCc1ncc(C[C@H](NH)C(H)=O)[nH]1,CCCc1ncc(C[C@H](N[*])C([*])=O)[nH]1 |$;;;;;;;;;;_R1;;_R2;;$|,Backbone
X824,CC1(C)CC[C@H](N1H)C(H)=O,CC1(C)CC[C@H](N1[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone
X1157,HN1C[C@@H](C[C@H]1C(H)=O)Oc1cccc2ccccc12,[*]N1C[C@@H](C[C@H]1C([*])=O)Oc1cccc2ccccc12 |$_R1;;;;;;;_R2;;;;;;;;;;;;$|,Backbone
Me_P,CN1CCC[C@H]1C(H)=O,CN1CCC[C@H]1C([*])=O |$;;;;;;;_R2;$|,Backbone
X1035,C[C@](Cc1ccccc1)(NH)C(H)=O,C[C@](Cc1ccccc1)(N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone
X1211,CC(C)(C)c1ccc(C[C@@H](NH)C(H)=O)cc1,CC(C)(C)c1ccc(C[C@@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;_R1;;_R2;;;$|,Backbone
X1163,CC(C)[C@H](NH)C(=O)c1ncco1,CC(C)[C@H](N[*])C(=O)c1ncco1 |$;;;;;_R1;;;;;;;$|,Backbone
X865,COc1ccc(CCN(H)CC(H)=O)cc1,COc1ccc(CCN([*])CC([*])=O)cc1 |$;;;;;;;;;_R1;;;_R2;;;$|,Backbone
X862,OC(=O)CC[C@H](NCCc1ccc2ccc3cccc4ccc1c2c34)C(H)=O,OC(=O)CC[C@H](NCCc1ccc2ccc3cccc4ccc1c2c34)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X935,CCCNC(=N)NCCC[C@H](NH)C(H)=O,CCCNC(=N)NCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;_R1;;_R2;$|,Backbone
X726,NCCCN(H)CC(H)=O,NCCCN([*])CC([*])=O |$;;;;;_R1;;;_R2;$|,Backbone
X1697,COC(=O)CCCCC[C@H](NH)C(H)=O,COC(=O)CCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,Backbone
X1935,COC(=O)COC[C@@H](NH)C(H)=O,COC(=O)COC[C@@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone
X1971,NC(=N)NCC[C@@H]1CCN(H)[C@@H]1C(H)=O,NC(=N)NCC[C@@H]1CCN([*])[C@@H]1C([*])=O |$;;;;;;;;;;_R1;;;_R2;$|,Backbone
X1684,CC(C)[C@@H](O)[C@@H](NH)C(H)=O,CC(C)[C@@H](O)[C@@H](N[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone
X1838,Cc1ccc(cc1)S(=O)(=O)OCCOC[C@@H](NH)C(H)=O,Cc1ccc(cc1)S(=O)(=O)OCCOC[C@@H](N[*])C([*])=O |$;;;;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone
X1856,C[C@H](C[C@@H]1C[C@H]1C)[C@@H](O)[C@H](N(C)H)C(H)=O,C[C@H](C[C@@H]1C[C@H]1C)[C@@H](O)[C@H](N(C)[*])C([*])=O |$;;;;;;;;;;;;_R1;;_R2;$|,Backbone
X1862,CN(H)[C@H](CCCCNC(=O)OCc1ccc(Cl)cc1)C(H)=O,CN([*])[C@H](CCCCNC(=O)OCc1ccc(Cl)cc1)C([*])=O |$;;_R1;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X1793,HN[C@@H](CC(=O)c1ccccc1N(=O)=O)C(H)=O,[*]N[C@@H](CC(=O)c1ccccc1N(=O)=O)C([*])=O |$_R1;;;;;;;;;;;;;;;;_R2;$|,Backbone
X1794,HN[C@@H](Cc1cn(CN2CCCC2)c2ccccc12)C(H)=O,[*]N[C@@H](Cc1cn(CN2CCCC2)c2ccccc12)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X1724,HN[C@]1(C[C@@H]1c1ccccc1)C(H)=O,[*]N[C@]1(C[C@@H]1c1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;_R2;$|,Backbone
X1799,N[C@@H]1C[C@H](N(H)C1)C(H)=O,N[C@@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;_R1;;;_R2;$|,Backbone
X1816,OCCOC[C@@H](NH)C(H)=O,OCCOC[C@@H](N[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone
X1884,HN[C@]1(C[C@H]1c1ccccc1)C(H)=O,[*]N[C@]1(C[C@H]1c1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;_R2;$|,Backbone
X1751,HN[C@H](C(H)=O)c1ccc2ccccc2c1,[*]N[C@H](C([*])=O)c1ccc2ccccc2c1 |$_R1;;;;_R2;;;;;;;;;;;$|,Backbone
X1802,Clc1[nH]c2ccccc2c1C[C@H](NH)C(H)=O,Clc1[nH]c2ccccc2c1C[C@H](N[*])C([*])=O |$;;;;;;;;;;;;;_R1;;_R2;$|,Backbone
X1808,CN(H)[C@H](CC#C)C(H)=O,CN([*])[C@H](CC#C)C([*])=O |$;;_R1;;;;;;_R2;$|,Backbone
X1782,CC(C)[C@](NH)(C(H)=O)C(F)(F)F,CC(C)[C@](N[*])(C([*])=O)C(F)(F)F |$;;;;;_R1;;_R2;;;;;$|,Backbone
X59,HN[C@H](CCCC=C)C(H)=O,[*]N[C@H](CCCC=C)C([*])=O |$_R1;;;;;;;;;_R2;$|,Backbone
X66,CC(=O)CC[C@H](NH)C(H)=O,CC(=O)CC[C@H](N[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone
Abu,CC[C@H](NH)C(H)=O,CC[C@H](N[*])C([*])=O |$;;;;_R1;;_R2;$|,Backbone
X422,HN[C@@H](CCCCC=C)C(H)=O,[*]N[C@@H](CCCCC=C)C([*])=O |$_R1;;;;;;;;;;_R2;$|,Backbone
X283,CC[C@H](NH)C=O,CC[C@H](N[*])C=O |$;;;;_R1;;$|,Backbone
dNal,HN[C@H](Cc1ccc2ccccc2c1)C(H)=O,[*]N[C@H](Cc1ccc2ccccc2c1)C([*])=O |$_R1;;;;;;;;;;;;;;;_R2;$|,Backbone
X221,HN[C@H](CCCCCC=C)C(H)=O,[*]N[C@H](CCCCCC=C)C([*])=O |$_R1;;;;;;;;;;;_R2;$|,Backbone
X223,HN[C@@H](CCCCCCC=C)C(H)=O,[*]N[C@@H](CCCCCCC=C)C([*])=O |$_R1;;;;;;;;;;;;_R2;$|,Backbone
X129,FC(F)(F)[C@]1(CCCN1)C(H)=O,FC(F)(F)[C@]1(CCCN1)C([*])=O |$;;;;;;;;;;_R2;$|,Backbone
X136,Fc1ccc(C[C@@H](NH)C(H)=O)cc1,Fc1ccc(C[C@@H](N[*])C([*])=O)cc1 |$;;;;;;;;_R1;;_R2;;;$|,Backbone
X137,HN[C@@H](COC(=O)c1ccccc1)C(H)=O,[*]N[C@@H](COC(=O)c1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;_R2;$|,Backbone
X168,CC[C@H](C)N(H)CC(H)=O,CC[C@H](C)N([*])CC([*])=O |$;;;;;_R1;;;_R2;$|,Backbone
Cbz_I,CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(H)=O,CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X227,OC(=O)CC[C@H](NCCCc1ccc(Cl)c(Cl)c1)C(H)=O,OC(=O)CC[C@H](NCCCc1ccc(Cl)c(Cl)c1)C([*])=O |$;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X351,COc1ccc(c(C)c1)-c1ccc(C[C@H](NH)C(H)=O)cc1,COc1ccc(c(C)c1)-c1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone
X427,OC(=O)CC[C@H](NCCC1CCCCC1)C(H)=O,OC(=O)CC[C@H](NCCC1CCCCC1)C([*])=O |$;;;;;;;;;;;;;;;;_R2;$|,Backbone
X2202,CC(C)C[C@@H](NH)C(=O)OCOC(=O)N[C@@H](Cc1ccc(O)cc1)C(H)=O,CC(C)C[C@@H](N[*])C(=O)OCOC(=O)N[C@@H](Cc1ccc(O)cc1)C([*])=O |$;;;;;;_R1;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X2671,HN[C@@H](Cc1cn(CCCCCCCCc2ccccc2)cn1)C(H)=O,[*]N[C@@H](Cc1cn(CCCCCCCCc2ccccc2)cn1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X2793,Cc1ccccc1NC(=S)NCCCC[C@H](NH)C(H)=O,Cc1ccccc1NC(=S)NCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone
X2804,CCCCCCCCCCCCNCCCC[C@@H](NH)C(H)=O,CCCCCCCCCCCCNCCCC[C@@H](N[*])C([*])=O |$;;;;;;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone
Cbz_Ser(Bzl),HC(=O)[C@H](COCc1ccccc1)NC(=O)OCc1ccccc1,[*]C(=O)[C@H](COCc1ccccc1)NC(=O)OCc1ccccc1 |$_R2;;;;;;;;;;;;;;;;;;;;;;;$|,Backbone
X2838,CC#Cc1ccccc1C(=O)N([C@@H](Cc1ccc(F)cc1)C(H)=O)C(C)=O,CC#Cc1ccccc1C(=O)N([C@@H](Cc1ccc(F)cc1)C([*])=O)C(C)=O |$;;;;;;;;;;;;;;;;;;;;;;_R2;;;;$|,Backbone
X1995,CSCC[C@H](NH)C(=O)NC(C)=O,CSCC[C@H](N[*])C(=O)NC(C)=O |$;;;;;;_R1;;;;;;$|,Backbone
X2810,CC(C)C[C@H](NS(=O)(=O)c1ccc(C)cc1)C(H)=O,CC(C)C[C@H](NS(=O)(=O)c1ccc(C)cc1)C([*])=O |$;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X2811,CC(=O)N([C@@H](Cc1ccc(F)cc1)C(H)=O)C(=O)c1ccccc1N,CC(=O)N([C@@H](Cc1ccc(F)cc1)C([*])=O)C(=O)c1ccccc1N |$;;;;;;;;;;;;;;_R2;;;;;;;;;;$|,Backbone
X2751,CCOC(=O)[C@H](Cc1ccc2ccccc2c1)NH,CCOC(=O)[C@H](Cc1ccc2ccccc2c1)N[*] |$;;;;;;;;;;;;;;;;;;_R1$|,Backbone
X2766,COc1cc(C)c([C@@H](C)[C@H](NH)C(H)=O)c(C)c1,COc1cc(C)c([C@@H](C)[C@H](N[*])C([*])=O)c(C)c1 |$;;;;;;;;;;;_R1;;_R2;;;;$|,Backbone
X2715,HN[C@@H](Cc1c[nH]c2ccccc12)C(=O)c1nccs1,[*]N[C@@H](Cc1c[nH]c2ccccc12)C(=O)c1nccs1 |$_R1;;;;;;;;;;;;;;;;;;;$|,Backbone
X2705,OC(=O)[C@@]1(C[C@@H]1Cc1ccccc1)NH,OC(=O)[C@@]1(C[C@@H]1Cc1ccccc1)N[*] |$;;;;;;;;;;;;;;_R1$|,Backbone
X2777,OC(=O)C[C@H](NH)C(=O)COC(=O)c1c(cccc1C(F)(F)F)C(F)(F)F,OC(=O)C[C@H](N[*])C(=O)COC(=O)c1c(cccc1C(F)(F)F)C(F)(F)F |$;;;;;;_R1;;;;;;;;;;;;;;;;;;;;$|,Backbone
X2038,CC(C)NC(=O)N[C@H](CSH)C(H)=O,CC(C)NC(=O)N[C@H](CS[*])C([*])=O |$;;;;;;;;;;_R3;;_R2;$|,Backbone
Cbz_K,NCCCC[C@H](N(H)C(=O)OCc1ccccc1)C(H)=O,NCCCC[C@H](N([*])C(=O)OCc1ccccc1)C([*])=O |$;;;;;;;_R1;;;;;;;;;;;;_R2;$|,Backbone
X2106,Clc1ccc2CN(Cc2c1)C(=O)O[C@@H]1C[C@H](N(H)C1)C(H)=O,Clc1ccc2CN(Cc2c1)C(=O)O[C@@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;;;;;;;;;;;;;_R1;;;_R2;$|,Backbone
X2138,Clc1cc2ccccc2c(Oc2ccc(cc2)[C@H](NH)C(H)=O)n1,Clc1cc2ccccc2c(Oc2ccc(cc2)[C@H](N[*])C([*])=O)n1 |$;;;;;;;;;;;;;;;;;;;_R1;;_R2;;$|,Backbone
X2153,NC(=N)NCCC[C@H](Nc1ccc(O)c2C(=O)c3ccccc3C(=O)c12)C(H)=O,NC(=N)NCCC[C@H](Nc1ccc(O)c2C(=O)c3ccccc3C(=O)c12)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X2184,Oc1ccc2c(CC(=O)ON[C@@H](Cc3ccc(OP(O)(O)=O)cc3)C(H)=O)cc(=O)oc2c1,Oc1ccc2c(CC(=O)ON[C@@H](Cc3ccc(OP(O)(O)=O)cc3)C([*])=O)cc(=O)oc2c1 |$;;;;;;;;;;;;;;;;;;;;;;;;;_R2;;;;;;;$|,Backbone
X2206,NC(=N)N1CCC[C@H](C[C@H](NH)C(=O)c2nc3ccccc3s2)C1,NC(=N)N1CCC[C@H](C[C@H](N[*])C(=O)c2nc3ccccc3s2)C1 |$;;;;;;;;;;;_R1;;;;;;;;;;;;$|,Backbone
X2135,NC(=N)N1CCC(C[C@H](NH)C(H)=O)CC1,NC(=N)N1CCC(C[C@H](N[*])C([*])=O)CC1 |$;;;;;;;;;;_R1;;_R2;;;$|,Backbone
X2149,NC(=N)NCCC[C@H](NH)C(=O)c1nc2ccccc2o1,NC(=N)NCCC[C@H](N[*])C(=O)c1nc2ccccc2o1 |$;;;;;;;;;_R1;;;;;;;;;;;$|,Backbone
X2151,CC(C)[C@H](NCP(O)(O)=O)C(H)=O,CC(C)[C@H](NCP(O)(O)=O)C([*])=O |$;;;;;;;;;;;_R2;$|,Backbone
X2174,CC[C@H](C)[C@H](NH)C(=O)NC(=O)[C@@H](N)Cc1ccccc1,CC[C@H](C)[C@H](N[*])C(=O)NC(=O)[C@@H](N)Cc1ccccc1 |$;;;;;;_R1;;;;;;;;;;;;;;$|,Backbone
K_Me,CC(=O)[C@H](CCCCN)NH,CC(=O)[C@H](CCCCN)N[*] |$;;;;;;;;;;_R1$|,Backbone
X1018,C[n+]1cscc1C[C@H](NH)C(H)=O,C[n+]1cscc1C[C@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone
X1488,CCCCCN1C(=O)C[C@H](NC1=O)C(H)=O,CCCCCN1C(=O)C[C@H](NC1=O)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone
X1489,CCOC(=O)[C@H](CCc1ccccc1)NH,CCOC(=O)[C@H](CCc1ccccc1)N[*] |$;;;;;;;;;;;;;;;_R1$|,Backbone
X1491,Cc1ccc(C[C@@H](NH)C(H)=O)c(C)c1,Cc1ccc(C[C@@H](N[*])C([*])=O)c(C)c1 |$;;;;;;;;_R1;;_R2;;;;$|,Backbone
X1283,CN(C[C@@H](N)Cc1ccccc1)CC(H)=O,CN(C[C@@H](N)Cc1ccccc1)CC([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone
X1330,NC(N)NCCC[C@H](NH)C(H)=O,NC(N)NCCC[C@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone
X1306,CC(C)(C)OC(=O)N[C@@H](C(H)=O)c1ccsc1,CC(C)(C)OC(=O)N[C@@H](C([*])=O)c1ccsc1 |$;;;;;;;;;;_R2;;;;;;$|,Backbone
X1253,HN1[C@H](Cc2ccccc12)C(H)=O,[*]N1[C@H](Cc2ccccc12)C([*])=O |$_R1;;;;;;;;;;;_R2;$|,Backbone
X1241,HN[C@H](Cc1cnc(Cc2ccccc2)[nH]1)C(H)=O,[*]N[C@H](Cc1cnc(Cc2ccccc2)[nH]1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X1408,HN[C@@H](CCCCNC1CC1)C(H)=O,[*]N[C@@H](CCCCNC1CC1)C([*])=O |$_R1;;;;;;;;;;;;_R2;$|,Backbone
X1242,HN[C@H](Cc1c[nH]c2cc(ccc12)N(=O)=O)C(H)=O,[*]N[C@H](Cc1c[nH]c2cc(ccc12)N(=O)=O)C([*])=O |$_R1;;;;;;;;;;;;;;;;;_R2;$|,Backbone
Aca,CCCCCCCC[C@H](NH)C(H)=O,CCCCCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone
X1277,CCN1C(=O)c2cccc3c(ccc(C1=O)c23)-n1cc(C[C@H](NH)C(H)=O)nn1,CCN1C(=O)c2cccc3c(ccc(C1=O)c23)-n1cc(C[C@H](N[*])C([*])=O)nn1 |$;;;;;;;;;;;;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone
X1471,NC(=N)N1CCC[C@@H]1C(H)=O,NC(=N)N1CCC[C@@H]1C([*])=O |$;;;;;;;;;_R2;$|,Backbone
X1475,NCCCCC[C@H](NH)C(=O)c1nccs1,NCCCCC[C@H](N[*])C(=O)c1nccs1 |$;;;;;;;;_R1;;;;;;;$|,Backbone
Me_dV,CC(C)[C@@H](N(C)H)C(H)=O,CC(C)[C@@H](N(C)[*])C([*])=O |$;;;;;;_R1;;_R2;$|,Backbone
X1126,NCCCC[C@H](NC(=O)OCc1ccccc1N(=O)=O)C(H)=O,NCCCC[C@H](NC(=O)OCc1ccccc1N(=O)=O)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X387,C[C@@H]([C@H](NH)C(H)=O)c1ccccc1,C[C@@H]([C@H](N[*])C([*])=O)c1ccccc1 |$;;;;_R1;;_R2;;;;;;;$|,Backbone
Me_dA,C[C@@H](N(C)H)C(H)=O,C[C@@H](N(C)[*])C([*])=O |$;;;;_R1;;_R2;$|,Backbone
Boc_E,CC(C)(C)OC(=O)N[C@@H](CCC(O)=O)C(H)=O,CC(C)(C)OC(=O)N[C@@H](CCC(O)=O)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,Backbone
X251,CC(C)(C)OC(=O)N[C@@H](Cc1ccc(cc1)S(O)(=O)=O)C(H)=O,CC(C)(C)OC(=O)N[C@@H](Cc1ccc(cc1)S(O)(=O)=O)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
Iva,CC[C@](C)(NH)C(H)=O,CC[C@](C)(N[*])C([*])=O |$;;;;;_R1;;_R2;$|,Backbone
X268,CC(C)(NCCCC1CCCCC1)C(H)=O,CC(C)(NCCCC1CCCCC1)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone
X255,HN1CSC[C@@H]1C(H)=O,[*]N1CSC[C@@H]1C([*])=O |$_R1;;;;;;;_R2;$|,Backbone
X688,CC[C@H](C)[C@H](NH)C(=O)OCCC(C)C,CC[C@H](C)[C@H](N[*])C(=O)OCCC(C)C |$;;;;;;_R1;;;;;;;;$|,Backbone
X435,COC(=O)[C@H](Cc1ccc(cc1)C#Cc1ccccc1)NH,COC(=O)[C@H](Cc1ccc(cc1)C#Cc1ccccc1)N[*] |$;;;;;;;;;;;;;;;;;;;;;_R1$|,Backbone
X440,HN(CC(H)=O)Cc1ccco1,[*]N(CC([*])=O)Cc1ccco1 |$_R1;;;;_R2;;;;;;;$|,Backbone
X258,NC(=O)NCCCC[C@H](NH)C(H)=O,NC(=O)NCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone
X169,ClCCN(N=O)C(=O)N1CCC[C@H]1C(H)=O,ClCCN(N=O)C(=O)N1CCC[C@H]1C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone
R_Me,CC(=O)[C@H](CCCNC(N)=N)NH,CC(=O)[C@H](CCCNC(N)=N)N[*] |$;;;;;;;;;;;;_R1$|,Backbone
X171,CC(=O)SCCOP(=O)(OCCSC(C)=O)Oc1ccc(C[C@H](NH)C(H)=O)cc1,CC(=O)SCCOP(=O)(OCCSC(C)=O)Oc1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone
X374,HN[C@@H](Cc1ccc(cc1)C(=O)c1ccccc1)C(H)=O,[*]N[C@@H](Cc1ccc(cc1)C(=O)c1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X152,CCOC(=O)[C@@H](NH)C(C(F)(F)F)C(F)(F)F,CCOC(=O)[C@@H](N[*])C(C(F)(F)F)C(F)(F)F |$;;;;;;;_R1;;;;;;;;;$|,Backbone
X1562,C[C@@](CC=C)(NH)C(H)=O,C[C@@](CC=C)(N[*])C([*])=O |$;;;;;;_R1;;_R2;$|,Backbone
EtCO_dPhg,CCOC(=O)N[C@@H](C(H)=O)c1ccccc1,CCOC(=O)N[C@@H](C([*])=O)c1ccccc1 |$;;;;;;;;_R2;;;;;;;$|,Backbone
X1086,CCCCNC(=O)N[C@@H](Cc1ccccc1)C(H)=O,CCCCNC(=O)N[C@@H](Cc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X1550,CC(C)[C@H](NCCCS)C(H)=O,CC(C)[C@H](NCCCS)C([*])=O |$;;;;;;;;;;_R2;$|,Backbone
X1551,Cn1c[nH+]c(C[C@H](NH)C(H)=O)c1,Cn1c[nH+]c(C[C@H](N[*])C([*])=O)c1 |$;;;;;;;;_R1;;_R2;;$|,Backbone
X958,CC(C)[C@H](NC(=O)N(c1ccccc1)c1ccccc1)C(H)=O,CC(C)[C@H](NC(=O)N(c1ccccc1)c1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X1449,Oc1ccc(C[C@H](N(CC2CC2)CC2CC2)C(H)=O)cc1,Oc1ccc(C[C@H](N(CC2CC2)CC2CC2)C([*])=O)cc1 |$;;;;;;;;;;;;;;;;;_R2;;;$|,Backbone
X594,Fc1ccc(cc1)-c1cn(nn1)[C@H]1C[C@H](N(H)C1)C(H)=O,Fc1ccc(cc1)-c1cn(nn1)[C@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;;;;;;;;;;;;_R1;;;_R2;$|,Backbone
X2582,OC(=O)CCCCCC[C@H](NH)C(H)=O,OC(=O)CCCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,Backbone
X2635,CNC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(H)=O,CNC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C([*])=O |$;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X2640,HN[C@@H](CC1CCNCC1)C(=O)c1nccs1,[*]N[C@@H](CC1CCNCC1)C(=O)c1nccs1 |$_R1;;;;;;;;;;;;;;;;$|,Backbone
X2668,CC(C)C[C@H](NC(=O)NCc1ccc(Cl)cc1Cl)C(H)=O,CC(C)C[C@H](NC(=O)NCc1ccc(Cl)cc1Cl)C([*])=O |$;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X2632,FC(F)C[C@H](C(=O)[C@H](CC1CCCCC1)NH)C(=O)c1nc2ccccc2o1,FC(F)C[C@H](C(=O)[C@H](CC1CCCCC1)N[*])C(=O)c1nc2ccccc2o1 |$;;;;;;;;;;;;;;;;_R1;;;;;;;;;;;$|,Backbone
X2547,C[C@H]1CCC[C@@H](C)N1C(=O)N[C@@H](CC(C)(C)C)C(H)=O,C[C@H]1CCC[C@@H](C)N1C(=O)N[C@@H](CC(C)(C)C)C([*])=O |$;;;;;;;;;;;;;;;;;;_R2;$|,Backbone
X2535,Cc1nn(CC(H)=O)c(=O)n(CC(O)=O)c1=O,Cc1nn(CC([*])=O)c(=O)n(CC(O)=O)c1=O |$;;;;;;_R2;;;;;;;;;;$|,Backbone
X2289,HN1C[C@H](Cc2ccccc2)NC(=O)C1,[*]N1C[C@H](Cc2ccccc2)NC(=O)C1 |$_R1;;;;;;;;;;;;;;$|,Backbone
X2302,Oc1ccc(C[C@H](NH)C(=O)c2nc3ccccc3[nH]2)cc1,Oc1ccc(C[C@H](N[*])C(=O)c2nc3ccccc3[nH]2)cc1 |$;;;;;;;;_R1;;;;;;;;;;;;;$|,Backbone
X2454,CC(C)[C@H](NCc1cc(F)ccc1O)C(H)=O,CC(C)[C@H](NCc1cc(F)ccc1O)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,Backbone
X2412,Oc1ccc(C[C@@H](NC(=O)NC(=O)[C@H](Cc2ccc3ccccc3c2)NH)C(H)=O)cc1,Oc1ccc(C[C@@H](NC(=O)NC(=O)[C@H](Cc2ccc3ccccc3c2)N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;;;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone
