symbol,smiles,cxsmiles,monomer_type
X1350,CCCCN=C(NCCC[C@H](NH)C(H)=O)NC#N;;;;;;;;;;;;;;;;;;,"CCCCN=C(NCCC[C@H](N[*])C([*])=O)NC#N |w:4.3,$;;;;;;;;;;;;_R1;;_R2;;;;$|",Backbone
X1650,CC=CC=CC=CC(=O)OC[C@H](NH)C(H)=O;;;;;;;;;;;;;;;;,"CC=CC=CC=CC(=O)OC[C@H](N[*])C([*])=O |w:1.0,4.4,6.6,$;;;;;;;;;;;;;_R1;;_R2;$|",Backbone
X11,HN=C(Cc1ccccc1)C(H)=O;;;;;;;;;;;;,"[*]N=C(Cc1ccccc1)C([*])=O |w:1.0,$_R1;;;;;;;;;;;_R2;$|",Backbone
X1097,COC1=CC(=O)N([C@H]1Cc1ccccc1)C(=O)[C@@H](OC(=O)[C@H]1CCCN1H)C(C)C,"COC1=CC(=O)N([C@H]1Cc1ccccc1)C(=O)[C@@H](OC(=O)[C@H]1CCCN1[*])C(C)C |$;;;;;;;;;;;;;;;;;;;;;;;;;;_R1;;;$,t:2|",Backbone
X1835,CCOC(=O)C=CC[C@@H](C)[C@@H](O)[C@H](N(C)H)C(H)=O;;;;;;;;;;;;;;;;;;,"CCOC(=O)C=CC[C@@H](C)[C@@H](O)[C@H](N(C)[*])C([*])=O |w:6.6,$;;;;;;;;;;;;;;;_R1;;_R2;$|",Backbone
X2737,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)OC(=O)[C@H](CCCCN)NH,"CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)OC(=O)[C@H](CCCCN)N[*] |$;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;_R1$,t:14|",Backbone
X315,CCCCSNC(NC#N)=NCCCC[C@H](NH)C(H)=O;;;;;;;;;;;;;;;;;;;;,"CCCCSNC(NC#N)=NCCCC[C@H](N[*])C([*])=O |w:10.10,$;;;;;;;;;;;;;;;;;_R1;;_R2;$|",Backbone
X377,HN[C@H](CCCCNC1=NCCCN1)C(H)=O,"[*]N[C@H](CCCCNC1=NCCCN1)C([*])=O |$_R1;;;;;;;;;;;;;;;_R2;$,t:8|",Backbone
X2362,Oc1ccc(C[C@H](N=CCC(=O)[C@@H]2CCCN2H)C(H)=O)cc1;;;;;;;;;;;;;;;;;;;;;;,"Oc1ccc(C[C@H](N=CCC(=O)[C@@H]2CCCN2[*])C([*])=O)cc1 |w:8.8,$;;;;;;;;;;;;;;;;;_R1;;_R2;;;$|",Backbone
X3019,CC(C)=CCCC(C)=CCCC(C)=CC[C@]12C[C@H](N(H)[C@@H]1Nc1ccccc21)C(H)=O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,"CC(C)=CCCC(C)=CCCC(C)=CC[C@]12C[C@H](N([*])[C@@H]1Nc1ccccc21)C([*])=O |w:8.8,13.13,$;;;;;;;;;;;;;;;;;;;_R1;;;;;;;;;;_R2;$|",Backbone
X1023,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)[C@@H](NH)[C@@H](C)CC)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,"CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)[C@@H](N[*])[C@@H](C)CC)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC |w:39.38,42.41,45.44,48.47,$;;;;;;;;;;;;;;;;;;;;;;;;;;;;_R1;;;;;;;;;;;;;;;;;;;;;;;;;;$|",Backbone
X1813,HN=C(Cc1cccnc1)C(H)=O;;;;;;;;;;;;,"[*]N=C(Cc1cccnc1)C([*])=O |w:1.0,$_R1;;;;;;;;;;;_R2;$|",Backbone
X1853,C[C@H](CC=CC=C)[C@@H](O)[C@H](N(C)H)C(H)=O;;;;;;;;;;;;;;;,"C[C@H](CC=CC=C)[C@@H](O)[C@H](N(C)[*])C([*])=O |w:3.2,$;;;;;;;;;;;;_R1;;_R2;$|",Backbone
X1774,C[C@H](CC=CCO)[C@@H](O)[C@H](N(C)H)C(H)=O;;;;;;;;;;;;;;;,"C[C@H](CC=CCO)[C@@H](O)[C@H](N(C)[*])C([*])=O |w:3.2,$;;;;;;;;;;;;_R1;;_R2;$|",Backbone
X2176,CCCCCCCC=CCn1cncc1C[C@H](NH)C(H)=O;;;;;;;;;;;;;;;;;;;;;,"CCCCCCCC=CCn1cncc1C[C@H](N[*])C([*])=O |w:8.8,$;;;;;;;;;;;;;;;;;;_R1;;_R2;$|",Backbone
X634,HN1C[C@@H](C[C@H]1C(H)=O)ON=Cc1ccc-2c(Cc3ccccc-23)c1;;;;;;;;;;;;;;;;;;;;;;;;,"[*]N1C[C@@H](C[C@H]1C([*])=O)ON=Cc1ccc-2c(Cc3ccccc-23)c1 |w:10.10,$_R1;;;;;;;_R2;;;;;;;;;;;;;;;;;$|",Backbone
X2458,CC(C)C[C@H](NC(=O)N[C@@H]([C@@H]1CCN=C(N)N1)C(H)=O)C(O)=O,"CC(C)C[C@H](NC(=O)N[C@@H]([C@@H]1CCN=C(N)N1)C([*])=O)C(O)=O |$;;;;;;;;;;;;;;;;;;_R2;;;;$,t:13|",Backbone
X2892,CC(=O)N([C@@H](Cc1ccccc1)C(H)=O)C(=O)C=Cc1ccccc1;;;;;;;;;;;;;;;;;;;;;;;;,"CC(=O)N([C@@H](Cc1ccccc1)C([*])=O)C(=O)C=Cc1ccccc1 |w:17.17,$;;;;;;;;;;;;;_R2;;;;;;;;;;;$|",Backbone
X886,CC(=O)CC=C[C@H](NH)C(O)=O;;;;;;;;;;;,"CC(=O)CC=C[C@H](N[*])C(O)=O |w:4.3,$;;;;;;;;_R1;;;$|",Backbone
X956,CC(=NH)C(H)=O;;;;;;,"CC(=N[*])C([*])=O |w:2.2,$;;;_R1;;_R2;$|",Backbone
X1708,HN[C@H](C(H)=O)C1=CCC=CC1,"[*]N[C@H](C([*])=O)C1=CCC=CC1 |$_R1;;;;_R2;;;;;;;$,c:9,t:6|",Backbone
X1822,CC(C)OC(=O)CCC=C(C)[C@@H](O)[C@H](N(C)H)C(H)=O;;;;;;;;;;;;;;;;;;;,"CC(C)OC(=O)CCC=C(C)[C@@H](O)[C@H](N(C)[*])C([*])=O |w:8.7,$;;;;;;;;;;;;;;;;_R1;;_R2;$|",Backbone
X1713,HN1N=CCC[C@H]1C(H)=O,"[*]N1N=CCC[C@H]1C([*])=O |$_R1;;;;;;;;_R2;$,c:2|",Backbone
X2840,CCCCCCC=CC(=O)N([C@@H](Cc1ccc(F)cc1)C(H)=O)C(C)=O;;;;;;;;;;;;;;;;;;;;;;;;;,"CCCCCCC=CC(=O)N([C@@H](Cc1ccc(F)cc1)C([*])=O)C(C)=O |w:6.5,$;;;;;;;;;;;;;;;;;;;;;_R2;;;;$|",Backbone
X2829,CS(=O)(=O)CC[C@H](NH)C(=O)C=CS(=O)(=O)c1ccccc1;;;;;;;;;;;;;;;;;;;;;,"CS(=O)(=O)CC[C@H](N[*])C(=O)C=CS(=O)(=O)c1ccccc1 |w:11.10,$;;;;;;;;_R1;;;;;;;;;;;;;$|",Backbone
X2107,CC(C)(C)OC(=O)N[C@@H](CCCCCC=C[C@@H]1C[C@]1(NH)C(O)=O)C(H)=O;;;;;;;;;;;;;;;;;;;;;;;;;;,"CC(C)(C)OC(=O)N[C@@H](CCCCCC=C[C@@H]1C[C@]1(N[*])C(O)=O)C([*])=O |w:14.13,$;;;;;;;;;;;;;;;;;;;;_R1;;;;;_R2;$|",Backbone
X2110,COC(=O)[C@H](Cc1cccc(OC(=O)C=Cc2ccccc2)c1)NH;;;;;;;;;;;;;;;;;;;;;;;;,"COC(=O)[C@H](Cc1cccc(OC(=O)C=Cc2ccccc2)c1)N[*] |w:14.13,$;;;;;;;;;;;;;;;;;;;;;;;;_R1$|",Backbone
X174,CCN=C(NCCCC[C@@H](NH)C(H)=O)NCCCN(C)C;;;;;;;;;;;;;;;;;;;;;,"CCN=C(NCCCC[C@@H](N[*])C([*])=O)NCCCN(C)C |w:2.1,$;;;;;;;;;;;_R1;;_R2;;;;;;;;$|",Backbone
X2611,CC(C)[C@H](NH)C(=O)C1=N[C@@H](C)CO1,"CC(C)[C@H](N[*])C(=O)C1=N[C@@H](C)CO1 |$;;;;;_R1;;;;;;;;$,t:8|",Backbone
X2280,CC(C)C[C@H](NH)C(=O)CN1CCC=C(C1)C(O)=O,"CC(C)C[C@H](N[*])C(=O)CN1CCC=C(C1)C(O)=O |$;;;;;;_R1;;;;;;;;;;;;$,c:13|",Backbone
X2867,CC(=O)N([C@@H](Cc1ccc(F)cc1)C(H)=O)C(=O)C=Cc1ccc(O)cc1;;;;;;;;;;;;;;;;;;;;;;;;;;,"CC(=O)N([C@@H](Cc1ccc(F)cc1)C([*])=O)C(=O)C=Cc1ccc(O)cc1 |w:18.18,$;;;;;;;;;;;;;;_R2;;;;;;;;;;;;$|",Backbone
X982,CCCCN=C(NCCCC[C@H](NH)C(H)=O)NC#N;;;;;;;;;;;;;;;;;;;,"CCCCN=C(NCCCC[C@H](N[*])C([*])=O)NC#N |w:4.3,$;;;;;;;;;;;;;_R1;;_R2;;;;$|",Backbone
X1902,COCOC(=O)C=CC[C@@H](C)[C@@H](O)[C@H](N(C)H)C(H)=O;;;;;;;;;;;;;;;;;;;,"COCOC(=O)C=CC[C@@H](C)[C@@H](O)[C@H](N(C)[*])C([*])=O |w:7.7,$;;;;;;;;;;;;;;;;_R1;;_R2;$|",Backbone
X1931,C[C@H](C[C@H]1OC11CC1)[C@@H](O[Si](C)(C)C(C)(C)C)[C@H](N(C)H)C(H)=O,C[C@H](C[C@H]1OC11CC1)[C@@H](O[Si](C)(C)C(C)(C)C)[C@H](N(C)[*])C([*])=O |$;;;;;;;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone
X420,CCCCN=C(NCCCC[C@@H](NH)C(H)=O)NC#N;;;;;;;;;;;;;;;;;;;,"CCCCN=C(NCCCC[C@@H](N[*])C([*])=O)NC#N |w:4.3,$;;;;;;;;;;;;;_R1;;_R2;;;;$|",Backbone
X2841,Fc1ccc(C[C@H](NH)C(=O)NC(=O)C=Cc2ccccc2)cc1;;;;;;;;;;;;;;;;;;;;;;;,"Fc1ccc(C[C@H](N[*])C(=O)NC(=O)C=Cc2ccccc2)cc1 |w:14.13,$;;;;;;;;_R1;;;;;;;;;;;;;;;$|",Backbone
X2252,COC1=CC(=O)N([C@H]1Cc1ccccc1)C(=O)[C@@H](OC(=O)[C@@H](C)N(C)H)C(C)C,"COC1=CC(=O)N([C@H]1Cc1ccccc1)C(=O)[C@@H](OC(=O)[C@@H](C)N(C)[*])C(C)C |$;;;;;;;;;;;;;;;;;;;;;;;;;_R1;;;$,t:2|",Backbone
X2832,HN[C@@H](CCCNC(=N)NC1CC1)C(H)=O;;;;;;;;;;;;;;;,"[*]N[C@@H](CCCNC(=N)NC1CC1)C([*])=O |w:9.9,$_R1;;;;;;;;;;;;;;_R2;$|",Backbone
X2796,CC(=O)N([C@@H](Cc1ccc(F)cc1)C(H)=O)C(=O)C=Cc1ccc(F)cc1;;;;;;;;;;;;;;;;;;;;;;;;;;,"CC(=O)N([C@@H](Cc1ccc(F)cc1)C([*])=O)C(=O)C=Cc1ccc(F)cc1 |w:18.18,$;;;;;;;;;;;;;;_R2;;;;;;;;;;;;$|",Backbone
X893,CC(=[Se])NCCCC[C@H](NH)C(H)=O,CC(=[Se])NCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone
X1039,COC(=O)[C@H](COC(=O)C=Cc1ccccc1)NH;;;;;;;;;;;;;;;;;;,"COC(=O)[C@H](COC(=O)C=Cc1ccccc1)N[*] |w:9.8,$;;;;;;;;;;;;;;;;;;_R1$|",Backbone
X1690,CC=CCC(C)(C)[C@@H](O)[C@H](N(C)H)C(H)=O;;;;;;;;;;;;;;;,"CC=CCC(C)(C)[C@@H](O)[C@H](N(C)[*])C([*])=O |w:1.0,$;;;;;;;;;;;;_R1;;_R2;$|",Backbone
X149,Oc1ccc(C[C@H](NH)C(H)=O)cc1N=Nc1ccc([N-][N+]#N)cc1;;;;;;;;;;;;;;;;;;;;;;;;,"Oc1ccc(C[C@H](N[*])C([*])=O)cc1N=Nc1ccc([N-][N+]#N)cc1 |w:14.14,$;;;;;;;;_R1;;_R2;;;;;;;;;;;;;;$|",Backbone
X2809,CC[C@@H](C)[C@@H](N)C1=N[C@@H](CS1)C(H)=O,"CC[C@@H](C)[C@@H](N)C1=N[C@@H](CS1)C([*])=O |$;;;;;;;;;;;;_R2;$,t:6|",Backbone
X1438,HN[C@H](CCCN=C(NCc1ccccn1)NC#N)C(H)=O;;;;;;;;;;;;;;;;;;;;;,"[*]N[C@H](CCCN=C(NCc1ccccn1)NC#N)C([*])=O |w:6.5,$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|",Backbone
X1240,CC(C)NC(NCCCC[C@@H](NH)C(H)=O)=NC(C)C;;;;;;;;;;;;;;;;;;;,"CC(C)NC(NCCCC[C@@H](N[*])C([*])=O)=NC(C)C |w:16.16,$;;;;;;;;;;;;_R1;;_R2;;;;;$|",Backbone
X1490,NN=C(N)N(N)CCC[C@H](NH)C(O)=O;;;;;;;;;;;;;;,"NN=C(N)N(N)CCC[C@H](N[*])C(O)=O |w:1.0,$;;;;;;;;;;;_R1;;;$|",Backbone
X2753,HN[C@@H](Cc1ccc(C=Cc2ccccc2)cc1)C(H)=O;;;;;;;;;;;;;;;;;;;;,"[*]N[C@@H](Cc1ccc(C=Cc2ccccc2)cc1)C([*])=O |w:8.7,$_R1;;;;;;;;;;;;;;;;;;;_R2;$|",Backbone
X2641,COC(=O)[C@H](Cc1ccc(OC(=O)C=Cc2ccccc2)cc1)NH;;;;;;;;;;;;;;;;;;;;;;;;,"COC(=O)[C@H](Cc1ccc(OC(=O)C=Cc2ccccc2)cc1)N[*] |w:13.12,$;;;;;;;;;;;;;;;;;;;;;;;;_R1$|",Backbone
X2899,CC=CCC=CC(=O)N([C@@H](Cc1ccc(F)cc1)C(H)=O)C(C)=O;;;;;;;;;;;;;;;;;;;;;;;,"CC=CCC=CC(=O)N([C@@H](Cc1ccc(F)cc1)C([*])=O)C(C)=O |w:1.0,4.3,$;;;;;;;;;;;;;;;;;;;_R2;;;;$|",Backbone
X21,HN[C@H](CCCCNC(NC#N)=NC1CCCCC1)C(H)=O;;;;;;;;;;;;;;;;;;;;;,"[*]N[C@H](CCCCNC(NC#N)=NC1CCCCC1)C([*])=O |w:12.12,$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|",Backbone
X1040,CNC(NCCC[C@H](NH)C(H)=O)=NC;;;;;;;;;;;;;;,"CNC(NCCC[C@H](N[*])C([*])=O)=NC |w:13.13,1.0,$;;;;;;;;;_R1;;_R2;;;$|",Backbone
X1826,CC(C)[C@H](N(H)CC=C(C)CO)C(H)=O;;;;;;;;;;;;;;,"CC(C)[C@H](N([*])CC=C(C)CO)C([*])=O |w:7.6,$;;;;;_R1;;;;;;;;_R2;$|",Backbone
X17,CCNC(NCCCC[C@H](NH)C(H)=O)=NCC;;;;;;;;;;;;;;;;;,"CCNC(NCCCC[C@H](N[*])C([*])=O)=NCC |w:15.15,2.1,$;;;;;;;;;;;_R1;;_R2;;;;$|",Backbone
X431,HN[C@@H](CC1=CCC(=O)CC1)C(H)=O,"[*]N[C@@H](CC1=CCC(=O)CC1)C([*])=O |$_R1;;;;;;;;;;;;_R2;$,t:4|",Backbone
X1203,COc1ccc(C=NO[C@@H]2C[C@H](N(H)C2)C(H)=O)cc1OC;;;;;;;;;;;;;;;;;;;;;,"COc1ccc(C=NO[C@@H]2C[C@H](N([*])C2)C([*])=O)cc1OC |w:7.7,$;;;;;;;;;;;;;_R1;;;_R2;;;;;$|",Backbone
X630,HN[C@@H](CCCCN=C(NCc1ccccn1)NC#N)C(H)=O;;;;;;;;;;;;;;;;;;;;;;,"[*]N[C@@H](CCCCN=C(NCc1ccccn1)NC#N)C([*])=O |w:7.6,$_R1;;;;;;;;;;;;;;;;;;;;;_R2;$|",Backbone
X449,HN1C[C@@H](C[C@H]1C(H)=O)ON=Cc1ccc(o1)-c1nc2ccccc2s1;;;;;;;;;;;;;;;;;;;;;;;;;,"[*]N1C[C@@H](C[C@H]1C([*])=O)ON=Cc1ccc(o1)-c1nc2ccccc2s1 |w:10.10,$_R1;;;;;;;_R2;;;;;;;;;;;;;;;;;;$|",Backbone
X3016,C[Si]1(C)C[C@H](N(H)C1)C(H)=O,C[Si]1(C)C[C@H](N([*])C1)C([*])=O |$;;;;;;_R1;;;_R2;$|,Backbone
X2888,CCCC[C@H](NH)C(=O)C=CS(=O)(=O)c1ccccc1;;;;;;;;;;;;;;;;;;;,"CCCC[C@H](N[*])C(=O)C=CS(=O)(=O)c1ccccc1 |w:9.8,$;;;;;;_R1;;;;;;;;;;;;;$|",Backbone
X1837,CC(=O)OCC=CCOC[C@@H](NH)C(H)=O;;;;;;;;;;;;;;;,"CC(=O)OCC=CCOC[C@@H](N[*])C([*])=O |w:6.6,$;;;;;;;;;;;;_R1;;_R2;$|",Backbone
X1664,NC1=NC[C@H](N1)[C@@H](O)[C@H](NH)C(H)=O,"NC1=NC[C@H](N1)[C@@H](O)[C@H](N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$,t:1|",Backbone
X1736,BrCC=CCOC[C@@H](NH)C(H)=O;;;;;;;;;;;;,"BrCC=CCOC[C@@H](N[*])C([*])=O |w:3.3,$;;;;;;;;;_R1;;_R2;$|",Backbone
X1669,CC=CC[C@@H](C)[C@@H](O)[C@@H](N(C)H)C(H)=O;;;;;;;;;;;;;;,"CC=CC[C@@H](C)[C@@H](O)[C@@H](N(C)[*])C([*])=O |w:1.0,$;;;;;;;;;;;_R1;;_R2;$|",Backbone
X1781,C[C@H](CC1=NCc2ccccc2N1)[C@@H](O)[C@H](N(C)H)C(H)=O,"C[C@H](CC1=NCc2ccccc2N1)[C@@H](O)[C@H](N(C)[*])C([*])=O |$;;;;;;;;;;;;;;;;;;_R1;;_R2;$,t:3|",Backbone
X29,CC(C)N=C(NCCCC[C@H](NH)C(H)=O)NC#N;;;;;;;;;;;;;;;;;;,"CC(C)N=C(NCCCC[C@H](N[*])C([*])=O)NC#N |w:3.2,$;;;;;;;;;;;;_R1;;_R2;;;;$|",Backbone
X2451,CC1(C)C(=CC=CC=CC=CC2=[N+](CC(H)=O)c3ccc4ccccc4c3C2(C)C)N(CCC(O)=O)c2ccc3ccccc3c12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,"CC1(C)C(=CC=CC=CC=CC2=[N+](CC([*])=O)c3ccc4ccccc4c3C2(C)C)N(CCC(O)=O)c2ccc3ccccc3c12 |w:4.4,6.6,8.8,10.10,$;;;;;;;;;;;;;;;_R2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;$,c:11|",Backbone
X173,CCCNC(NCCCC[C@@H](NH)C(H)=O)=NCCC;;;;;;;;;;;;;;;;;;;,"CCCNC(NCCCC[C@@H](N[*])C([*])=O)=NCCC |w:16.16,3.2,$;;;;;;;;;;;;_R1;;_R2;;;;;$|",Backbone
