symbol,smiles,cxsmiles,monomer_type,embedding_mean,embedding_std,embedding_norm,embedding_min,embedding_max
X903,F[C@@H]1C[C@H](N(H)C1)C(H)=O,F[C@@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;_R1;;;_R2;$|,Backbone,-0.0031944339,0.65565217,18.170181,-1.8178327,9.584742
X1920,CN(H)[C@@H](CC(C)(C)F)C(H)=O,CN([*])[C@@H](CC(C)(C)F)C([*])=O |$;;_R1;;;;;;;;_R2;$|,Backbone,-0.0033630978,0.6141384,17.01976,-1.9957771,9.3695135
X1553,NC(=O)NCCC[C@H](NH)C=O,NC(=O)NCCC[C@H](N[*])C=O |$;;;;;;;;;_R1;;$|,Backbone,-0.003027911,0.6712687,18.602934,-2.965605,8.865018
X1846,CCCCCCCCCCC(=O)C[C@H](NH)C(H)=O,CCCCCCCCCCC(=O)C[C@H](N[*])C([*])=O |$;;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,-0.002766372,0.63326263,17.549656,-2.34437,8.06538
X648,Oc1ccc(cc1)[C@H](NH)C(H)=O,Oc1ccc(cc1)[C@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone,-0.002930712,0.63447595,17.583302,-3.0460234,8.882743
X538,N[C@H](CNCC(H)=O)CC1CCCCC1,N[C@H](CNCC([*])=O)CC1CCCCC1 |$;;;;;;_R2;;;;;;;;$|,Backbone,-0.003123235,0.5884557,16.307993,-2.6079013,8.01679
X2563,OC(=O)C[C@H](NH)C(=O)OCCc1ccccc1F,OC(=O)C[C@H](N[*])C(=O)OCCc1ccccc1F |$;;;;;;_R1;;;;;;;;;;;;$|,Backbone,-0.0026821531,0.5532352,15.331883,-2.2873769,6.118611
X2556,Cc1cccc(C)c1C(=O)OCC(=O)CNH,Cc1cccc(C)c1C(=O)OCC(=O)CN[*] |$;;;;;;;;;;;;;;;;_R1$|,Backbone,-0.0026333388,0.5647588,15.651225,-2.1488576,5.463507
X2679,HN1C[C@@H](C[C@H]1C(H)=O)n1cc(nn1)C1CCCCC1,[*]N1C[C@@H](C[C@H]1C([*])=O)n1cc(nn1)C1CCCCC1 |$_R1;;;;;;;_R2;;;;;;;;;;;;$|,Backbone,-0.0028845407,0.6033133,16.719702,-2.4924612,9.302504
Me_Boc_W,CN([C@@H](Cc1c[nH]c2ccccc12)C(H)=O)C(=O)OC(C)(C)C,CN([C@@H](Cc1c[nH]c2ccccc12)C([*])=O)C(=O)OC(C)(C)C |$;;;;;;;;;;;;;;_R2;;;;;;;;$|,Backbone,-0.0022956661,0.5761423,15.966651,-2.5474358,7.9957957
X2690,CC(C)(C)OC(=O)N[C@@H]1C[C@H](N(C1)C(=O)OC(C)(C)C)C(H)=O,CC(C)(C)OC(=O)N[C@@H]1C[C@H](N(C1)C(=O)OC(C)(C)C)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0028941308,0.5813345,16.110615,-2.1926212,7.9673643
E_OBzl,OC(=O)CC[C@H](NH)C(=O)OCc1ccccc1,OC(=O)CC[C@H](N[*])C(=O)OCc1ccccc1 |$;;;;;;;_R1;;;;;;;;;;$|,Backbone,-0.0024284578,0.60113716,16.659338,-2.4859028,6.8210144
X2637,OC[C@H](NH)C(=O)c1nc2ccccc2[nH]1,OC[C@H](N[*])C(=O)c1nc2ccccc2[nH]1 |$;;;;_R1;;;;;;;;;;;$|,Backbone,-0.0017266074,0.60184175,16.678795,-2.7353387,6.000513
X2688,CCCCCCCCCCCCN[C@@H](Cc1cnc[nH]1)C(H)=O,CCCCCCCCCCCCN[C@@H](Cc1cnc[nH]1)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0025707483,0.5905942,16.367182,-2.4013047,7.413581
X2685,COC(=O)NC[C@H](NH)C=O,COC(=O)NC[C@H](N[*])C=O |$;;;;;;;;_R1;;$|,Backbone,-0.003277478,0.64571595,17.894836,-2.2559125,8.280499
X2627,CC[C@H](N[C@@H](CCCNC(N)=N)C(H)=O)C(=O)[C@H](CS)NH,CC[C@H](N[C@@H](CCCNC(N)=N)C([*])=O)C(=O)[C@H](CS)N[*] |$;;;;;;;;;;;;;_R2;;;;;;;;_R1$|,Backbone,-0.003375791,0.6019527,16.682064,-2.1901696,7.732257
X2531,HN[C@@H](CCCCNS(=O)(=O)c1ccc(cc1)N(=O)=O)C(H)=O,[*]N[C@@H](CCCCNS(=O)(=O)c1ccc(cc1)N(=O)=O)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0025580751,0.56895965,15.767632,-2.4037213,6.3282275
X2559,Clc1ccc(C[C@H](NC(=O)Nc2ccccc2)C(H)=O)cc1,Clc1ccc(C[C@H](NC(=O)Nc2ccccc2)C([*])=O)cc1 |$;;;;;;;;;;;;;;;;;;_R2;;;$|,Backbone,-0.0033299078,0.5816533,16.119513,-2.6294258,8.5819845
X2552,COC(=O)[C@H](Cc1ccc(Oc2cc(C[C@H](NC(=O)OCc3ccccc3)C(H)=O)ccc2OC)cc1)NH,COC(=O)[C@H](Cc1ccc(Oc2cc(C[C@H](NC(=O)OCc3ccccc3)C([*])=O)ccc2OC)cc1)N[*] |$;;;;;;;;;;;;;;;;;;;;;;;;;;;;_R2;;;;;;;;;;_R1$|,Backbone,-0.0021727334,0.57493997,15.933317,-2.2904823,6.3235903
X2271,CCCCc1nc2c(N)nc3ccccc3c2n1Cc1ccc(CNC(=S)NCC(H)=O)cc1,CCCCc1nc2c(N)nc3ccccc3c2n1Cc1ccc(CNC(=S)NCC([*])=O)cc1 |$;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;_R2;;;$|,Backbone,-0.0025312873,0.5512267,15.276203,-2.6846426,6.1502523
X2404,COc1cc(C)c([C@H](C)[C@H](NH)C(H)=O)c(C)c1,COc1cc(C)c([C@H](C)[C@H](N[*])C([*])=O)c(C)c1 |$;;;;;;;;;;;_R1;;_R2;;;;$|,Backbone,-0.0027171914,0.5872814,16.275393,-2.9840212,8.280012
X2360,HN[C@]1(Cc2ccccc2)CNC1=O,[*]N[C@]1(Cc2ccccc2)CNC1=O |$_R1;;;;;;;;;;;;;$|,Backbone,-0.00313236,0.59850204,16.586403,-2.4936614,8.490079
X2368,CC(C)[C@H](NH)C(=O)C(F)(F)CNC(=O)OC(C)(C)C,CC(C)[C@H](N[*])C(=O)C(F)(F)CNC(=O)OC(C)(C)C |$;;;;;_R1;;;;;;;;;;;;;;$|,Backbone,-0.0020050071,0.5704928,15.810059,-1.6169211,5.393263
X2431,CC(C)C[C@H](NH)C(=O)c1nc2ccccc2o1,CC(C)C[C@H](N[*])C(=O)c1nc2ccccc2o1 |$;;;;;;_R1;;;;;;;;;;;$|,Backbone,-0.0020215854,0.5558604,15.404557,-2.4183528,5.822465
X2383,CC(C)C[C@H](NC(=O)NCc1ccc(Cl)c(Cl)c1)C(H)=O,CC(C)C[C@H](NC(=O)NCc1ccc(Cl)c(Cl)c1)C([*])=O |$;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0020157234,0.54083115,14.988057,-2.3326962,5.8539734
X2372,NC(=N)NCCC[C@H](NH)C(=O)c1nc2ccc(F)cc2s1,NC(=N)NCCC[C@H](N[*])C(=O)c1nc2ccc(F)cc2s1 |$;;;;;;;;;_R1;;;;;;;;;;;;$|,Backbone,-0.0024933114,0.56356055,15.618001,-2.344703,5.712996
Boc_Tyr(Bzl),CC(C)(C)OC(=O)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)C(H)=O,CC(C)(C)OC(=O)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0027329747,0.58874685,16.316008,-2.7601218,8.161925
X532,CC[C@H](C)C[C@H](NH)C(H)=O,CC[C@H](C)C[C@H](N[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone,-0.0033060983,0.62639344,17.359365,-2.9303732,9.754423
X592,Clc1ccccc1C[C@H](NH)C(H)=O,Clc1ccccc1C[C@H](N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone,-0.0031748891,0.63395417,17.568874,-3.168231,9.664406
X467,CCOC(=O)N[C@H](Cc1csc2ccccc12)C(H)=O,CCOC(=O)N[C@H](Cc1csc2ccccc12)C([*])=O |$;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0031683017,0.58147675,16.114595,-2.5410168,8.802361
X536,HN[C@@H](CCCCNCc1ccccc1)C(H)=O,[*]N[C@@H](CCCCNCc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.003023666,0.6146094,17.032763,-3.179431,9.498366
X662,COc1ccccc1C[C@H](NH)C(O)=O,COc1ccccc1C[C@H](N[*])C(O)=O |$;;;;;;;;;;;_R1;;;$|,Backbone,-0.0028700512,0.6203757,17.192541,-3.344875,8.747173
X700,HC(=O)[C@H](CCCNCCN1CCNCC1)[N-][N+]#N,[*]C(=O)[C@H](CCCNCCN1CCNCC1)[N-][N+]#N |$_R2;;;;;;;;;;;;;;;;;;$|,Backbone,-0.0034856275,0.6150541,17.045153,-2.9974258,8.526079
X663,CC(C)[C@@H]1C[C@]1(NH)C(H)=O,CC(C)[C@@H]1C[C@]1(N[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone,-0.003086331,0.62020165,17.187744,-2.1829531,9.101892
K_OMe,COC(=O)[C@H](CCCCN)NH,COC(=O)[C@H](CCCCN)N[*] |$;;;;;;;;;;;_R1$|,Backbone,-0.0038149606,0.6522428,18.07579,-2.29524,8.813518
Cbz_Y,Oc1ccc(C[C@H](NC(=O)OCc2ccccc2)C(H)=O)cc1,Oc1ccc(C[C@H](NC(=O)OCc2ccccc2)C([*])=O)cc1 |$;;;;;;;;;;;;;;;;;;;_R2;;;$|,Backbone,-0.0029491596,0.5824202,16.140707,-2.7606802,8.432747
I_OMe,CC[C@H](C)[C@H](NH)C(=O)OC,CC[C@H](C)[C@H](N[*])C(=O)OC |$;;;;;;_R1;;;;$|,Backbone,-0.0027018127,0.5955624,16.504879,-2.176529,7.0150723
X900,OC(=O)CC[C@H](NCCCc1ccc(F)c(F)c1F)C(H)=O,OC(=O)CC[C@H](NCCCc1ccc(F)c(F)c1F)C([*])=O |$;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0024942805,0.5544794,15.36634,-1.9501394,5.8312354
X774,CC(C)(C)OC(=O)[C@H](Cc1c[nH]c2ccccc12)NH,CC(C)(C)OC(=O)[C@H](Cc1c[nH]c2ccccc12)N[*] |$;;;;;;;;;;;;;;;;;;;_R1$|,Backbone,-0.0025354002,0.59513474,16.493008,-2.6112194,6.5189342
X842,CNC(=N)NCCC[C@H](NH)C(H)=O,CNC(=N)NCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone,-0.0036523698,0.60168755,16.67476,-2.020879,8.377118
X895,Cc1cc(C[C@@H](NH)C(H)=O)c(C)cc1O,Cc1cc(C[C@@H](N[*])C([*])=O)c(C)cc1O |$;;;;;;;_R1;;_R2;;;;;;$|,Backbone,-0.0032069127,0.5998052,16.622528,-2.6099198,9.286582
X915,[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(H)=O,[NH3+][C@@H](Cc1c[nH]c2ccccc12)C([*])=O |$;;;;;;;;;;;;;_R2;$|,Backbone,-0.0029123712,0.6083902,16.860397,-2.6416068,8.982668
X494,OC[C@H](NC(=O)N1CCOCC1)C(H)=O,OC[C@H](NC(=O)N1CCOCC1)C([*])=O |$;;;;;;;;;;;;;_R2;$|,Backbone,-0.003428962,0.5783728,16.02862,-2.0921807,7.7913737
X516,C[C@H](NC[C@@H](N)CS)C(H)=O,C[C@H](NC[C@@H](N)CS)C([*])=O |$;;;;;;;;;_R2;$|,Backbone,-0.0038113466,0.5973215,16.553797,-1.5239266,8.419411
X651,HC(=O)C[N-][N+]#N,[*]C(=O)C[N-][N+]#N |$_R2;;;;;;$|,Backbone,-0.002736022,0.6535302,18.111319,-2.8887231,8.46493
X644,HC(=O)CN1CCOCC1,[*]C(=O)CN1CCOCC1 |$_R2;;;;;;;;;$|,Backbone,-0.0023135096,0.62962043,17.448671,-2.4639742,7.2789183
X2859,COc1ccc(NC(=O)NCCCC[C@H](NH)C(H)=O)cc1,COc1ccc(NC(=O)NCCCC[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,-0.0028564439,0.5812275,16.107643,-2.5825396,8.332858
X3012,HNCC(=O)Oc1ccc(cc1)N(=O)=O,[*]NCC(=O)Oc1ccc(cc1)N(=O)=O |$_R1;;;;;;;;;;;;;;$|,Backbone,-0.002614875,0.6373649,17.663322,-2.3138163,7.9453588
X3021,Clc1ccc(C[C@@H](NH)C(H)=O)c(Cl)c1,Clc1ccc(C[C@@H](N[*])C([*])=O)c(Cl)c1 |$;;;;;;;;_R1;;_R2;;;;$|,Backbone,-0.0028702177,0.57560766,15.951906,-2.4693303,8.72769
X2852,CC(C)(C)NC(=O)NCCCC[C@H](NH)C(H)=O,CC(C)(C)NC(=O)NCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,-0.0027097084,0.6056101,16.783325,-2.7999582,8.4234
X2890,FC(F)(F)C(F)(F)C(=O)[C@H](Cc1ccccc1)NH,FC(F)(F)C(F)(F)C(=O)[C@H](Cc1ccccc1)N[*] |$;;;;;;;;;;;;;;;;;;_R1$|,Backbone,-0.002491417,0.5820592,16.130646,-2.215178,7.1486497
X2857,HC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)NC1CCCCC1,[*]C(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)NC1CCCCC1 |$_R2;;;;;;;;;;;;;;;;;;;;;;;$|,Backbone,-0.0022450264,0.56483775,15.653367,-3.0067537,6.0846734
X2896,N[C@H](CCC(=O)NC(=O)OCc1ccccc1)C(H)=O,N[C@H](CCC(=O)NC(=O)OCc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0024562262,0.6055658,16.78207,-2.829617,7.7731915
X2483,CCCn1cc(C(=O)[C@@H](NH)C(H)=O)c2ccccc12,CCCn1cc(C(=O)[C@@H](N[*])C([*])=O)c2ccccc12 |$;;;;;;;;;;_R1;;_R2;;;;;;;$|,Backbone,-0.0023826056,0.5717847,15.845901,-2.4312665,7.306214
X1432,OC(=O)c1cc(C[C@H](NH)C(H)=O)ccc1O,OC(=O)c1cc(C[C@H](N[*])C([*])=O)ccc1O |$;;;;;;;;;_R1;;_R2;;;;;$|,Backbone,-0.0030227087,0.6046779,16.757534,-2.7260616,8.565076
X14,HN1C[C@@H](C[C@H]1C(H)=O)OCc1cccc2ccccc12,[*]N1C[C@@H](C[C@H]1C([*])=O)OCc1cccc2ccccc12 |$_R1;;;;;;;_R2;;;;;;;;;;;;;$|,Backbone,-0.002694213,0.6034229,16.722713,-3.0473242,9.274737
X1570,Oc1ccc(C[C@H](NCc2ccsc2)C(H)=O)cc1,Oc1ccc(C[C@H](NCc2ccsc2)C([*])=O)cc1 |$;;;;;;;;;;;;;;;_R2;;;$|,Backbone,-0.0031067804,0.54990566,15.239676,-2.9080958,8.372632
X63,CCCCCCC(=O)OC[C@H](NH)C(H)=O,CCCCCCC(=O)OC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;_R1;;_R2;$|,Backbone,-0.0027412039,0.5974919,16.558355,-1.9476038,7.4291286
X2262,OP(O)(=O)N([C@@H](Cc1ccccc1)C(H)=O)C(=O)OCc1ccccc1,OP(O)(=O)N([C@@H](Cc1ccccc1)C([*])=O)C(=O)OCc1ccccc1 |$;;;;;;;;;;;;;;_R2;;;;;;;;;;;$|,Backbone,-0.0025943096,0.638494,17.69461,-2.8997498,8.179761
dT,C[C@H](O)[C@@H](NH)C(H)=O,C[C@H](O)[C@@H](N[*])C([*])=O |$;;;;;_R1;;_R2;$|,Backbone,-0.0030658357,0.6450439,17.876183,-2.0962596,8.33487
W,HN[C@@H](Cc1c[nH]c2ccccc12)C(H)=O,[*]N[C@@H](Cc1c[nH]c2ccccc12)C([*])=O |$_R1;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0027881898,0.6170761,17.10109,-2.7266204,8.959516
X799,C[C@@](CCC=C)(NH)C(H)=O,C[C@@](CCC=C)(N[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone,-0.0029300975,0.64886564,17.982075,-2.471351,8.9773855
X942,HN[C@@H](C[C@@H]1CCNC1=O)C(=O)c1nccs1,[*]N[C@@H](C[C@@H]1CCNC1=O)C(=O)c1nccs1 |$_R1;;;;;;;;;;;;;;;;$|,Backbone,-0.003035685,0.5827122,16.148813,-2.0316916,7.015811
X735,CC(C)[C@H](N(Cc1ccccc1)Cc1ccccc1)C(H)=O,CC(C)[C@H](N(Cc1ccccc1)Cc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0029231955,0.5839975,16.184416,-2.404337,7.069193
X948,CC(C)C[C@H](NH)C(=O)[C@@]1(CO)CO1,CC(C)C[C@H](N[*])C(=O)[C@@]1(CO)CO1 |$;;;;;;_R1;;;;;;;$|,Backbone,-0.002205313,0.5659861,15.685185,-2.2620738,5.7516775
X1214,HN(CC(H)=O)S(=O)(=O)c1ccc(cc1)-c1ccccc1,[*]N(CC([*])=O)S(=O)(=O)c1ccc(cc1)-c1ccccc1 |$_R1;;;;_R2;;;;;;;;;;;;;;;;$|,Backbone,-0.00242786,0.5664545,15.698194,-2.711385,7.2218165
X1183,CCCCCN(H)CC(H)=O,CCCCCN([*])CC([*])=O |$;;;;;;_R1;;;_R2;$|,Backbone,-0.0023377102,0.661712,18.338017,-3.5846975,9.799817
X1120,CC(C)c1ncc(C[C@H](NH)C(H)=O)[nH]1,CC(C)c1ncc(C[C@H](N[*])C([*])=O)[nH]1 |$;;;;;;;;;;_R1;;_R2;;$|,Backbone,-0.0030462537,0.6062865,16.802116,-2.6961331,8.600355
dPhe(4-NH2),Nc1ccc(C[C@@H](NH)C(H)=O)cc1,Nc1ccc(C[C@@H](N[*])C([*])=O)cc1 |$;;;;;;;;_R1;;_R2;;;$|,Backbone,-0.0032627888,0.6258295,17.343733,-2.8401444,9.586592
X1089,COC(=O)[C@H](Cc1ccc(OC(=O)C=C(C)C)cc1)NH,COC(=O)[C@H](Cc1ccc(OC(=O)C=C(C)C)cc1)N[*] |$;;;;;;;;;;;;;;;;;;;;_R1$|,Backbone,-0.0031234405,0.5500616,15.244,-1.7015865,6.1694994
X823,Brc1cccc(O[C@@H]2C[C@H](N(H)C2)C(H)=O)c1,Brc1cccc(O[C@@H]2C[C@H](N([*])C2)C([*])=O)c1 |$;;;;;;;;;;;_R1;;;_R2;;$|,Backbone,-0.0030280824,0.5961099,16.520096,-2.1859593,8.906705
X995,HN1C[C@H](C[C@H]1C(H)=O)n1cc(Cn2nnc3ccccc23)nn1,[*]N1C[C@H](C[C@H]1C([*])=O)n1cc(Cn2nnc3ccccc23)nn1 |$_R1;;;;;;;_R2;;;;;;;;;;;;;;;;$|,Backbone,-0.002981431,0.5729287,15.877682,-2.3076525,8.258577
X890,CCc1ccc(cc1)-c1cn(nn1)[C@H]1C[C@H](N(H)C1)C(H)=O,CCc1ccc(cc1)-c1cn(nn1)[C@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;;;;;;;;;;;;;_R1;;;_R2;$|,Backbone,-0.0031566303,0.5946414,16.479418,-2.4461265,9.107442
X1031,HC(=O)[C@@H]1CCCCN1C(=O)OCc1ccccc1,[*]C(=O)[C@@H]1CCCCN1C(=O)OCc1ccccc1 |$_R2;;;;;;;;;;;;;;;;;;$|,Backbone,-0.0024227046,0.60890067,16.874483,-2.5189102,7.1013904
X787,Nc1nnc(NCCC[C@@H](NH)C(H)=O)[nH]1,Nc1nnc(NCCC[C@@H](N[*])C([*])=O)[nH]1 |$;;;;;;;;;;;_R1;;_R2;;$|,Backbone,-0.0033514972,0.62288797,17.262228,-2.9005997,9.505314
X1857,CN(C)CCNC(=O)O[C@@H]1C[C@H](N(H)C1)C(H)=O,CN(C)CCNC(=O)O[C@@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;;;;;;;;;_R1;;;_R2;$|,Backbone,-0.0031229288,0.5962537,16.524096,-2.2454348,8.652329
X2059,CCCCCCN(CCCCCC)[C@H](CSH)C(H)=O,CCCCCCN(CCCCCC)[C@H](CS[*])C([*])=O |$;;;;;;;;;;;;;;;;_R3;;_R2;$|,Backbone,-0.002854192,0.6173909,17.10982,-2.5402834,8.396956
X2023,C[C@@H]([C@@H](NH)C(H)=O)c1ccc2ccccc2c1,C[C@@H]([C@@H](N[*])C([*])=O)c1ccc2ccccc2c1 |$;;;;_R1;;_R2;;;;;;;;;;;$|,Backbone,-0.0030433275,0.6176741,17.117695,-2.9628658,9.343682
dPen_Me,CC(=O)[C@H](NH)C(C)(C)SH,CC(=O)[C@H](N[*])C(C)(C)S[*] |$;;;;;_R1;;;;;_R3$|,Backbone,-0.0024974756,0.6487419,17.978596,-2.5422535,7.1789956
X2065,C[C@@H](O)[C@H](NH)C=O,C[C@@H](O)[C@H](N[*])C=O |$;;;;;_R1;;$|,Backbone,-0.002725287,0.6860248,19.011827,-2.6409278,7.978813
X1685,OCCCCOC[C@@H](NH)C(H)=O,OCCCCOC[C@@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone,-0.0028464086,0.66891044,18.537558,-2.6307237,8.816948
X1767,HN[C@H](Cc1cc2ccccc2[nH]1)C(H)=O,[*]N[C@H](Cc1cc2ccccc2[nH]1)C([*])=O |$_R1;;;;;;;;;;;;;;_R2;$|,Backbone,-0.002602284,0.59983754,16.62334,-2.653183,8.818184
X1828,CC[C@H](C)C[C@H](N(C)H)C(H)=O,CC[C@H](C)C[C@H](N(C)[*])C([*])=O |$;;;;;;;;_R1;;_R2;$|,Backbone,-0.0031618916,0.61197597,16.959803,-2.3308399,9.664701
X1944,C[C@H](CO)[C@@H](O)[C@H](N(C)H)C(H)=O,C[C@H](CO)[C@@H](O)[C@H](N(C)[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone,-0.0028887384,0.62914085,17.435446,-2.356364,8.680661
X1720,CC(C)(C)OC(=O)n1cc(C[C@H](NH)C(H)=O)c2ccccc12,CC(C)(C)OC(=O)n1cc(C[C@H](N[*])C([*])=O)c2ccccc12 |$;;;;;;;;;;;;;_R1;;_R2;;;;;;;$|,Backbone,-0.0025959115,0.5775098,16.004583,-2.73347,8.029578
X1896,CN1CCC[C@@H](N1H)C(H)=O,CN1CCC[C@@H](N1[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone,-0.0032210525,0.65059,18.029902,-2.302375,10.835842
Me_Nal,CN(H)[C@@H](Cc1ccc2ccccc2c1)C(H)=O,CN([*])[C@@H](Cc1ccc2ccccc2c1)C([*])=O |$;;_R1;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0034682893,0.6061851,16.799368,-2.7808027,9.834265
X1809,CC(=O)[C@@H](CS(O)(=O)=O)[C@H](NH)C(H)=O,CC(=O)[C@@H](CS(O)(=O)=O)[C@H](N[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,Backbone,-0.003623465,0.6531239,18.10018,-1.7751186,8.369993
X1753,CC(=O)SCCOCC[C@H](NH)C(H)=O,CC(=O)SCCOCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,Backbone,-0.0029542714,0.66145295,18.330904,-2.7170756,8.799174
X1819,CCN(CC)CCC[C@@H](NH)C(H)=O,CCN(CC)CCC[C@@H](N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone,-0.0026911579,0.59249943,16.419994,-2.5265818,9.351275
X1742,FC(F)(F)[C@@](Cc1ccccc1)(NH)C(H)=O,FC(F)(F)[C@@](Cc1ccccc1)(N[*])C([*])=O |$;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,-0.0030763566,0.5830348,16.15776,-2.5025918,7.7796836
X1715,COC(=O)n1cc(C[C@@H](NH)C(H)=O)c2ccccc12,COC(=O)n1cc(C[C@@H](N[*])C([*])=O)c2ccccc12 |$;;;;;;;;;;_R1;;_R2;;;;;;;$|,Backbone,-0.0030608494,0.57906705,16.047802,-2.4530265,8.416987
X53,Cc1ccccc1-c1ccc(C[C@H](NH)C(H)=O)cc1,Cc1ccccc1-c1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,-0.0028791528,0.6034543,16.723606,-3.0060387,8.662264
Lys(2-MP),HN[C@@H](CCCCNCc1ccccn1)C(H)=O,[*]N[C@@H](CCCCNCc1ccccn1)C([*])=O |$_R1;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0030944478,0.5888482,16.318865,-3.0454578,8.585334
Tml,C[N+](C)(C)CCCC[C@H](NH)C(H)=O,C[N+](C)(C)CCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone,-0.0028882127,0.61534554,17.053143,-2.817015,8.023482
X290,NCCNCCNCCC[C@H]([N-][N+]#N)C(H)=O,NCCNCCNCCC[C@H]([N-][N+]#N)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0028635368,0.635431,17.60976,-2.8244922,8.763711
X126,HN[C@@H](SH)C(H)=O,[*]N[C@@H](S[*])C([*])=O |$_R1;;;;_R3;;_R2;$|,Backbone,-0.0030813068,0.7563544,20.960882,-1.9961649,8.791666
X128,HN[C@@H]([C@@H]1CCc2ccccc12)C(H)=O,[*]N[C@@H]([C@@H]1CCc2ccccc12)C([*])=O |$_R1;;;;;;;;;;;;;_R2;$|,Backbone,-0.0034727424,0.60408354,16.74113,-2.552456,9.542829
X297,C[C@H](N(H)C1CCCCC1)C(H)=O,C[C@H](N([*])C1CCCCC1)C([*])=O |$;;;_R1;;;;;;;;_R2;$|,Backbone,-0.0034858787,0.59364253,16.451788,-2.9245138,9.65828
X90,CC(C)C[C@@H](CN[C@@H](Cc1ccc(O)cc1)C(H)=O)C(O)=O,CC(C)C[C@@H](CN[C@@H](Cc1ccc(O)cc1)C([*])=O)C(O)=O |$;;;;;;;;;;;;;;;;;_R2;;;;$|,Backbone,-0.0031335123,0.55781496,15.458867,-1.9584206,7.3307533
P_OBzl,HN1CCC[C@H]1C(=O)OCc1ccccc1,[*]N1CCC[C@H]1C(=O)OCc1ccccc1 |$_R1;;;;;;;;;;;;;;;$|,Backbone,-0.0024776582,0.60050625,16.64186,-3.4502907,6.9985557
X150,OC(=O)CC[C@H](NCCc1ccccc1)C(H)=O,OC(=O)CC[C@H](NCCc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.003474151,0.571779,15.845898,-2.1235335,7.9317513
X214,CS(=O)CC[C@@H](NH)C(H)=O,CS(=O)CC[C@@H](N[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone,-0.0035523793,0.6477734,17.951893,-2.2330678,9.316982
X112,NCCCC[C@H](NH)C=O,NCCCC[C@H](N[*])C=O |$;;;;;;;_R1;;$|,Backbone,-0.0029951918,0.68839085,19.077427,-3.0683212,9.429871
X114,HN[C@@H](Cc1ccc(cc1)-c1ccccc1)C(H)=O,[*]N[C@@H](Cc1ccc(cc1)-c1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0025302973,0.6194331,17.166378,-3.3845284,9.334541
