symbol,smiles,cxsmiles,monomer_type,embedding_mean,embedding_std,embedding_norm,embedding_min,embedding_max
X2484,CC(=O)SCCCC[C@H](NH)C(H)=O,CC(=O)SCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone,-0.0034224053,0.65273607,18.089401,-2.415509,9.460072
X414,HN(CC(H)=O)c1ccccc1,[*]N(CC([*])=O)c1ccccc1 |$_R1;;;;_R2;;;;;;;$|,Backbone,-0.002537947,0.61831456,17.13538,-2.8169203,9.426755
X508,FC(F)(F)CC[C@@H](NH)C(H)=O,FC(F)(F)CC[C@@H](N[*])C([*])=O |$;;;;;;;;_R1;;_R2;$|,Backbone,-0.0034457196,0.60504484,16.767767,-1.9755911,8.153954
Aib_OMe,COC(=O)C(C)(C)NH,COC(=O)C(C)(C)N[*] |$;;;;;;;;_R1$|,Backbone,-0.0027513262,0.6307514,17.480062,-2.206255,6.9415946
Boc_V,CC(C)[C@H](NC(=O)OC(C)(C)C)C(H)=O,CC(C)[C@H](NC(=O)OC(C)(C)C)C([*])=O |$;;;;;;;;;;;;;_R2;$|,Backbone,-0.0026117663,0.60565567,16.784578,-1.666542,6.329714
X1648,OC(=O)COC(=O)[C@@H]1CCCN1H,OC(=O)COC(=O)[C@@H]1CCCN1[*] |$;;;;;;;;;;;;_R1$|,Backbone,-0.0030269567,0.5842727,16.192057,-1.7468852,5.939123
X2263,OS(=O)(=O)Oc1ccc(C[C@H](NC(=O)OCc2ccccc2)C(H)=O)cc1,OS(=O)(=O)Oc1ccc(C[C@H](NC(=O)OCc2ccccc2)C([*])=O)cc1 |$;;;;;;;;;;;;;;;;;;;;;;;_R2;;;$|,Backbone,-0.0024303172,0.57228464,15.859761,-2.4734392,7.019198
X2236,C[N+](C)(C)[C@@H](Cc1ccc(O)cc1)C(H)=O,C[N+](C)(C)[C@@H](Cc1ccc(O)cc1)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone,-0.003129496,0.58024466,16.080444,-2.1199076,8.116741
X2239,NC(=N)NCCC[C@H](NCCCCCC(=O)[C@H](CC(O)=O)NH)C(H)=O,NC(=N)NCCC[C@H](NCCCCCC(=O)[C@H](CC(O)=O)N[*])C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,-0.0033477433,0.6074555,16.834557,-2.087862,7.5473204
dPhe(4-Cl),Clc1ccc(C[C@@H](NH)C(H)=O)cc1,Clc1ccc(C[C@@H](N[*])C([*])=O)cc1 |$;;;;;;;;_R1;;_R2;;;$|,Backbone,-0.003493987,0.6255723,17.336637,-2.8272233,9.735038
d3-Pal,HN[C@H](Cc1cccnc1)C(H)=O,[*]N[C@H](Cc1cccnc1)C([*])=O |$_R1;;;;;;;;;;;_R2;$|,Backbone,-0.002639371,0.60507745,16.768557,-2.3632843,8.677405
H,HN[C@@H](Cc1cnc[nH]1)C(H)=O,[*]N[C@@H](Cc1cnc[nH]1)C([*])=O |$_R1;;;;;;;;;;_R2;$|,Backbone,-0.0029025588,0.6430821,17.821796,-2.7088928,9.485826
X1,HNC1(CCCCC1)C(H)=O,[*]NC1(CCCCC1)C([*])=O |$_R1;;;;;;;;;_R2;$|,Backbone,-0.0034274065,0.6200102,17.182491,-2.4978514,10.499057
X945,C[C@H]([C@@H](NH)C(H)=O)c1ccc(O)cc1,C[C@H]([C@@H](N[*])C([*])=O)c1ccc(O)cc1 |$;;;;_R1;;_R2;;;;;;;;$|,Backbone,-0.003158723,0.6118902,16.957424,-2.650595,8.820255
X807,COC(=O)[C@H](Cc1cccc(OC(=O)c2ccccc2)c1)NH,COC(=O)[C@H](Cc1cccc(OC(=O)c2ccccc2)c1)N[*] |$;;;;;;;;;;;;;;;;;;;;;;_R1$|,Backbone,-0.0029984545,0.58849627,16.309097,-2.7102249,7.636791
dSer(Bzl),HN[C@H](COCc1ccccc1)C(H)=O,[*]N[C@H](COCc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;_R2;$|,Backbone,-0.002523904,0.6289414,17.429876,-2.863342,8.921688
X1032,CCCc1ncc(C[C@H](NH)C(H)=O)[nH]1,CCCc1ncc(C[C@H](N[*])C([*])=O)[nH]1 |$;;;;;;;;;;_R1;;_R2;;$|,Backbone,-0.0027619607,0.63031447,17.467955,-2.6941035,9.27578
X824,CC1(C)CC[C@H](N1H)C(H)=O,CC1(C)CC[C@H](N1[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone,-0.0033887129,0.59223723,16.41283,-2.0184271,9.949047
X1157,HN1C[C@@H](C[C@H]1C(H)=O)Oc1cccc2ccccc12,[*]N1C[C@@H](C[C@H]1C([*])=O)Oc1cccc2ccccc12 |$_R1;;;;;;;_R2;;;;;;;;;;;;$|,Backbone,-0.0028435737,0.6183245,17.135693,-2.8849673,9.779353
Me_P,CN1CCC[C@H]1C(H)=O,CN1CCC[C@H]1C([*])=O |$;;;;;;;_R2;$|,Backbone,-0.0027431224,0.64393556,17.845427,-2.6757064,8.735315
X1035,C[C@](Cc1ccccc1)(NH)C(H)=O,C[C@](Cc1ccccc1)(N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone,-0.0028735164,0.60985994,16.901123,-2.700295,8.426621
X1211,CC(C)(C)c1ccc(C[C@@H](NH)C(H)=O)cc1,CC(C)(C)c1ccc(C[C@@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,-0.002907085,0.58410513,16.187397,-2.8091588,8.310106
X1163,CC(C)[C@H](NH)C(=O)c1ncco1,CC(C)[C@H](N[*])C(=O)c1ncco1 |$;;;;;_R1;;;;;;;$|,Backbone,-0.0024206873,0.58800447,16.295393,-2.2714858,6.5202413
X865,COc1ccc(CCN(H)CC(H)=O)cc1,COc1ccc(CCN([*])CC([*])=O)cc1 |$;;;;;;;;;_R1;;;_R2;;;$|,Backbone,-0.0028452438,0.5582743,15.471554,-2.808629,7.3028016
X862,OC(=O)CC[C@H](NCCc1ccc2ccc3cccc4ccc1c2c34)C(H)=O,OC(=O)CC[C@H](NCCc1ccc2ccc3cccc4ccc1c2c34)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0027193024,0.57177407,15.845647,-2.5452259,6.8456345
X935,CCCNC(=N)NCCC[C@H](NH)C(H)=O,CCCNC(=N)NCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;_R1;;_R2;$|,Backbone,-0.0037100017,0.59651995,16.531567,-1.884838,8.387345
X726,NCCCN(H)CC(H)=O,NCCCN([*])CC([*])=O |$;;;;;_R1;;;_R2;$|,Backbone,-0.0028663042,0.66191006,18.343561,-2.9077046,9.715068
X1697,COC(=O)CCCCC[C@H](NH)C(H)=O,COC(=O)CCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,Backbone,-0.0034109566,0.64938414,17.99651,-2.498532,8.766483
X1935,COC(=O)COC[C@@H](NH)C(H)=O,COC(=O)COC[C@@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone,-0.0030179247,0.64099234,17.763897,-2.3459506,8.509099
X1971,NC(=N)NCC[C@@H]1CCN(H)[C@@H]1C(H)=O,NC(=N)NCC[C@@H]1CCN([*])[C@@H]1C([*])=O |$;;;;;;;;;;_R1;;;_R2;$|,Backbone,-0.0038382325,0.5962021,16.52278,-2.6687756,8.317402
X1684,CC(C)[C@@H](O)[C@@H](NH)C(H)=O,CC(C)[C@@H](O)[C@@H](N[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone,-0.003135444,0.6264321,17.360413,-1.7285807,7.6247725
X1838,Cc1ccc(cc1)S(=O)(=O)OCCOC[C@@H](NH)C(H)=O,Cc1ccc(cc1)S(=O)(=O)OCCOC[C@@H](N[*])C([*])=O |$;;;;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,-0.0021749325,0.5833702,16.16694,-2.4256985,6.6623745
X1856,C[C@H](C[C@@H]1C[C@H]1C)[C@@H](O)[C@H](N(C)H)C(H)=O,C[C@H](C[C@@H]1C[C@H]1C)[C@@H](O)[C@H](N(C)[*])C([*])=O |$;;;;;;;;;;;;_R1;;_R2;$|,Backbone,-0.003068233,0.6007507,16.648708,-2.0402434,8.144168
X1862,CN(H)[C@H](CCCCNC(=O)OCc1ccc(Cl)cc1)C(H)=O,CN([*])[C@H](CCCCNC(=O)OCc1ccc(Cl)cc1)C([*])=O |$;;_R1;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0026738327,0.5996086,16.617006,-2.8041053,8.025849
X1793,HN[C@@H](CC(=O)c1ccccc1N(=O)=O)C(H)=O,[*]N[C@@H](CC(=O)c1ccccc1N(=O)=O)C([*])=O |$_R1;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0030260931,0.6358243,17.62068,-2.3703198,8.599184
X1794,HN[C@@H](Cc1cn(CN2CCCC2)c2ccccc12)C(H)=O,[*]N[C@@H](Cc1cn(CN2CCCC2)c2ccccc12)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0025653678,0.56859714,15.7575865,-3.2024803,8.341534
X1724,HN[C@]1(C[C@@H]1c1ccccc1)C(H)=O,[*]N[C@]1(C[C@@H]1c1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;_R2;$|,Backbone,-0.0029363397,0.61636716,17.08146,-2.8468525,9.391893
X1799,N[C@@H]1C[C@H](N(H)C1)C(H)=O,N[C@@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;_R1;;;_R2;$|,Backbone,-0.0036043748,0.6592721,18.270555,-1.5874915,9.028053
X1816,OCCOC[C@@H](NH)C(H)=O,OCCOC[C@@H](N[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone,-0.0027075873,0.6590784,18.265072,-2.51881,8.63528
X1884,HN[C@]1(C[C@H]1c1ccccc1)C(H)=O,[*]N[C@]1(C[C@H]1c1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;_R2;$|,Backbone,-0.0027546345,0.62748617,17.389574,-2.7326443,9.565061
X1751,HN[C@H](C(H)=O)c1ccc2ccccc2c1,[*]N[C@H](C([*])=O)c1ccc2ccccc2c1 |$_R1;;;;_R2;;;;;;;;;;;$|,Backbone,-0.0027687186,0.6037543,16.731905,-2.9365788,8.170574
X1802,Clc1[nH]c2ccccc2c1C[C@H](NH)C(H)=O,Clc1[nH]c2ccccc2c1C[C@H](N[*])C([*])=O |$;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,-0.0027820326,0.6195991,17.171007,-2.7047906,9.330423
X1808,CN(H)[C@H](CC#C)C(H)=O,CN([*])[C@H](CC#C)C([*])=O |$;;_R1;;;;;;_R2;$|,Backbone,-0.0030168768,0.62822264,17.410017,-2.186419,8.549618
X1782,CC(C)[C@](NH)(C(H)=O)C(F)(F)F,CC(C)[C@](N[*])(C([*])=O)C(F)(F)F |$;;;;;_R1;;_R2;;;;;$|,Backbone,-0.0027656264,0.5905189,16.365118,-1.8795736,7.114897
X59,HN[C@H](CCCC=C)C(H)=O,[*]N[C@H](CCCC=C)C([*])=O |$_R1;;;;;;;;;_R2;$|,Backbone,-0.0030509261,0.6466029,17.919386,-2.742918,9.786015
X66,CC(=O)CC[C@H](NH)C(H)=O,CC(=O)CC[C@H](N[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone,-0.0036462017,0.6493981,17.996931,-2.2213166,9.306622
Abu,CC[C@H](NH)C(H)=O,CC[C@H](N[*])C([*])=O |$;;;;_R1;;_R2;$|,Backbone,-0.0032703045,0.6651015,18.432058,-2.11028,9.129955
X422,HN[C@@H](CCCCC=C)C(H)=O,[*]N[C@@H](CCCCC=C)C([*])=O |$_R1;;;;;;;;;;_R2;$|,Backbone,-0.0025004556,0.6310524,17.488373,-2.8189414,8.581699
X283,CC[C@H](NH)C=O,CC[C@H](N[*])C=O |$;;;;_R1;;$|,Backbone,-0.003044239,0.6739879,18.678291,-2.4396772,9.443539
dNal,HN[C@H](Cc1ccc2ccccc2c1)C(H)=O,[*]N[C@H](Cc1ccc2ccccc2c1)C([*])=O |$_R1;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0034189224,0.606485,16.807673,-2.8815067,9.424461
X221,HN[C@H](CCCCCC=C)C(H)=O,[*]N[C@H](CCCCCC=C)C([*])=O |$_R1;;;;;;;;;;;_R2;$|,Backbone,-0.0030753363,0.65250826,18.08304,-2.8673372,9.651201
X223,HN[C@@H](CCCCCCC=C)C(H)=O,[*]N[C@@H](CCCCCCC=C)C([*])=O |$_R1;;;;;;;;;;;;_R2;$|,Backbone,-0.0027888252,0.6537589,18.117662,-3.0860782,9.911478
X129,FC(F)(F)[C@]1(CCCN1)C(H)=O,FC(F)(F)[C@]1(CCCN1)C([*])=O |$;;;;;;;;;;_R2;$|,Backbone,-0.003270666,0.58682424,16.262802,-1.766747,8.303388
X136,Fc1ccc(C[C@@H](NH)C(H)=O)cc1,Fc1ccc(C[C@@H](N[*])C([*])=O)cc1 |$;;;;;;;;_R1;;_R2;;;$|,Backbone,-0.0032978363,0.6214161,17.221432,-2.8812644,9.535468
X137,HN[C@@H](COC(=O)c1ccccc1)C(H)=O,[*]N[C@@H](COC(=O)c1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;_R2;$|,Backbone,-0.003163836,0.6096375,16.894999,-2.1945252,8.211924
X168,CC[C@H](C)N(H)CC(H)=O,CC[C@H](C)N([*])CC([*])=O |$;;;;;_R1;;;_R2;$|,Backbone,-0.0029497265,0.6066386,16.811861,-2.0066977,8.8841
Cbz_I,CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(H)=O,CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0027228312,0.58688927,16.264526,-2.8213832,8.082175
X227,OC(=O)CC[C@H](NCCCc1ccc(Cl)c(Cl)c1)C(H)=O,OC(=O)CC[C@H](NCCCc1ccc(Cl)c(Cl)c1)C([*])=O |$;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.00254183,0.53727436,14.88955,-2.3976836,6.2048216
X351,COc1ccc(c(C)c1)-c1ccc(C[C@H](NH)C(H)=O)cc1,COc1ccc(c(C)c1)-c1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,-0.0027855225,0.566454,15.698223,-2.7459178,8.222376
X427,OC(=O)CC[C@H](NCCC1CCCCC1)C(H)=O,OC(=O)CC[C@H](NCCC1CCCCC1)C([*])=O |$;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.003603433,0.5567119,15.428376,-2.1811728,7.570689
X2202,CC(C)C[C@@H](NH)C(=O)OCOC(=O)N[C@@H](Cc1ccc(O)cc1)C(H)=O,CC(C)C[C@@H](N[*])C(=O)OCOC(=O)N[C@@H](Cc1ccc(O)cc1)C([*])=O |$;;;;;;_R1;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0030196917,0.5668681,15.709734,-1.9807609,6.751733
X2671,HN[C@@H](Cc1cn(CCCCCCCCc2ccccc2)cn1)C(H)=O,[*]N[C@@H](Cc1cn(CCCCCCCCc2ccccc2)cn1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0026296284,0.5890989,16.325748,-3.3637235,7.448976
X2793,Cc1ccccc1NC(=S)NCCCC[C@H](NH)C(H)=O,Cc1ccccc1NC(=S)NCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,-0.0027047296,0.588276,16.302958,-2.5321026,8.127632
X2804,CCCCCCCCCCCCNCCCC[C@@H](NH)C(H)=O,CCCCCCCCCCCCNCCCC[C@@H](N[*])C([*])=O |$;;;;;;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,-0.0025200278,0.66318333,18.378807,-2.676678,8.279042
Cbz_Ser(Bzl),HC(=O)[C@H](COCc1ccccc1)NC(=O)OCc1ccccc1,[*]C(=O)[C@H](COCc1ccccc1)NC(=O)OCc1ccccc1 |$_R2;;;;;;;;;;;;;;;;;;;;;;;$|,Backbone,-0.0023974602,0.61238474,16.971033,-3.2315428,7.4847097
X2838,CC#Cc1ccccc1C(=O)N([C@@H](Cc1ccc(F)cc1)C(H)=O)C(C)=O,CC#Cc1ccccc1C(=O)N([C@@H](Cc1ccc(F)cc1)C([*])=O)C(C)=O |$;;;;;;;;;;;;;;;;;;;;;;_R2;;;;$|,Backbone,-0.0024702523,0.5523239,15.3066025,-1.961012,6.2118545
X1995,CSCC[C@H](NH)C(=O)NC(C)=O,CSCC[C@H](N[*])C(=O)NC(C)=O |$;;;;;;_R1;;;;;;$|,Backbone,-0.0026581946,0.58357924,16.172789,-2.1717324,6.058082
X2810,CC(C)C[C@H](NS(=O)(=O)c1ccc(C)cc1)C(H)=O,CC(C)C[C@H](NS(=O)(=O)c1ccc(C)cc1)C([*])=O |$;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0028281175,0.5345229,14.81334,-2.0310936,5.7903457
X2811,CC(=O)N([C@@H](Cc1ccc(F)cc1)C(H)=O)C(=O)c1ccccc1N,CC(=O)N([C@@H](Cc1ccc(F)cc1)C([*])=O)C(=O)c1ccccc1N |$;;;;;;;;;;;;;;_R2;;;;;;;;;;$|,Backbone,-0.003050018,0.58353984,16.171753,-2.2695909,7.6312046
X2751,CCOC(=O)[C@H](Cc1ccc2ccccc2c1)NH,CCOC(=O)[C@H](Cc1ccc2ccccc2c1)N[*] |$;;;;;;;;;;;;;;;;;;_R1$|,Backbone,-0.0029701132,0.5772853,15.998411,-3.1651237,7.1437674
X2766,COc1cc(C)c([C@@H](C)[C@H](NH)C(H)=O)c(C)c1,COc1cc(C)c([C@@H](C)[C@H](N[*])C([*])=O)c(C)c1 |$;;;;;;;;;;;_R1;;_R2;;;;$|,Backbone,-0.0023832116,0.5873498,16.27725,-3.026933,7.711
X2715,HN[C@@H](Cc1c[nH]c2ccccc12)C(=O)c1nccs1,[*]N[C@@H](Cc1c[nH]c2ccccc12)C(=O)c1nccs1 |$_R1;;;;;;;;;;;;;;;;;;;$|,Backbone,-0.0023804668,0.57649344,15.976392,-2.6759858,6.68917
X2705,OC(=O)[C@@]1(C[C@@H]1Cc1ccccc1)NH,OC(=O)[C@@]1(C[C@@H]1Cc1ccccc1)N[*] |$;;;;;;;;;;;;;;_R1$|,Backbone,-0.0028836888,0.6085442,16.86466,-2.5289187,8.506376
X2777,OC(=O)C[C@H](NH)C(=O)COC(=O)c1c(cccc1C(F)(F)F)C(F)(F)F,OC(=O)C[C@H](N[*])C(=O)COC(=O)c1c(cccc1C(F)(F)F)C(F)(F)F |$;;;;;;_R1;;;;;;;;;;;;;;;;;;;;$|,Backbone,-0.0024899133,0.5415386,15.007716,-1.9840351,5.411791
X2038,CC(C)NC(=O)N[C@H](CSH)C(H)=O,CC(C)NC(=O)N[C@H](CS[*])C([*])=O |$;;;;;;;;;;_R3;;_R2;$|,Backbone,-0.0030566847,0.5874097,16.278996,-1.7843161,7.2629113
Cbz_K,NCCCC[C@H](N(H)C(=O)OCc1ccccc1)C(H)=O,NCCCC[C@H](N([*])C(=O)OCc1ccccc1)C([*])=O |$;;;;;;;_R1;;;;;;;;;;;;_R2;$|,Backbone,-0.0025553603,0.60940045,16.888348,-3.0417843,9.100306
X2106,Clc1ccc2CN(Cc2c1)C(=O)O[C@@H]1C[C@H](N(H)C1)C(H)=O,Clc1ccc2CN(Cc2c1)C(=O)O[C@@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;;;;;;;;;;;;;_R1;;;_R2;$|,Backbone,-0.0028612446,0.5529144,15.323019,-1.7812893,7.631784
X2138,Clc1cc2ccccc2c(Oc2ccc(cc2)[C@H](NH)C(H)=O)n1,Clc1cc2ccccc2c(Oc2ccc(cc2)[C@H](N[*])C([*])=O)n1 |$;;;;;;;;;;;;;;;;;;;_R1;;_R2;;$|,Backbone,-0.0027503564,0.57929385,16.054043,-2.829452,8.277923
X2153,NC(=N)NCCC[C@H](Nc1ccc(O)c2C(=O)c3ccccc3C(=O)c12)C(H)=O,NC(=N)NCCC[C@H](Nc1ccc(O)c2C(=O)c3ccccc3C(=O)c12)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.002946347,0.5747614,15.928464,-2.6998777,7.507235
X2184,Oc1ccc2c(CC(=O)ON[C@@H](Cc3ccc(OP(O)(O)=O)cc3)C(H)=O)cc(=O)oc2c1,Oc1ccc2c(CC(=O)ON[C@@H](Cc3ccc(OP(O)(O)=O)cc3)C([*])=O)cc(=O)oc2c1 |$;;;;;;;;;;;;;;;;;;;;;;;;;_R2;;;;;;;$|,Backbone,-0.002236902,0.58399326,16.184216,-2.6412551,6.1929455
X2206,NC(=N)N1CCC[C@H](C[C@H](NH)C(=O)c2nc3ccccc3s2)C1,NC(=N)N1CCC[C@H](C[C@H](N[*])C(=O)c2nc3ccccc3s2)C1 |$;;;;;;;;;;;_R1;;;;;;;;;;;;$|,Backbone,-0.0025194709,0.5508496,15.265752,-2.8129854,6.14412
X2135,NC(=N)N1CCC(C[C@H](NH)C(H)=O)CC1,NC(=N)N1CCC(C[C@H](N[*])C([*])=O)CC1 |$;;;;;;;;;;_R1;;_R2;;;$|,Backbone,-0.0032679383,0.57204866,15.853335,-2.5733142,7.7520895
X2149,NC(=N)NCCC[C@H](NH)C(=O)c1nc2ccccc2o1,NC(=N)NCCC[C@H](N[*])C(=O)c1nc2ccccc2o1 |$;;;;;;;;;_R1;;;;;;;;;;;$|,Backbone,-0.0023739915,0.58282757,16.151926,-2.9825714,6.155895
X2151,CC(C)[C@H](NCP(O)(O)=O)C(H)=O,CC(C)[C@H](NCP(O)(O)=O)C([*])=O |$;;;;;;;;;;;_R2;$|,Backbone,-0.0033566037,0.5768534,15.986501,-1.9843749,7.1973414
X2174,CC[C@H](C)[C@H](NH)C(=O)NC(=O)[C@@H](N)Cc1ccccc1,CC[C@H](C)[C@H](N[*])C(=O)NC(=O)[C@@H](N)Cc1ccccc1 |$;;;;;;_R1;;;;;;;;;;;;;;$|,Backbone,-0.0021854204,0.597488,16.558184,-2.34793,6.0953455
K_Me,CC(=O)[C@H](CCCCN)NH,CC(=O)[C@H](CCCCN)N[*] |$;;;;;;;;;;_R1$|,Backbone,-0.00308571,0.6827233,18.920376,-2.5473022,9.265373
X1018,C[n+]1cscc1C[C@H](NH)C(H)=O,C[n+]1cscc1C[C@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone,-0.0035662923,0.6180537,17.12829,-2.6555328,9.635549
X1488,CCCCCN1C(=O)C[C@H](NC1=O)C(H)=O,CCCCCN1C(=O)C[C@H](NC1=O)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0034253502,0.5870096,16.267965,-1.8920833,8.759605
X1489,CCOC(=O)[C@H](CCc1ccccc1)NH,CCOC(=O)[C@H](CCc1ccccc1)N[*] |$;;;;;;;;;;;;;;;_R1$|,Backbone,-0.0023956944,0.6083008,16.857857,-3.032831,7.0230813
X1491,Cc1ccc(C[C@@H](NH)C(H)=O)c(C)c1,Cc1ccc(C[C@@H](N[*])C([*])=O)c(C)c1 |$;;;;;;;;_R1;;_R2;;;;$|,Backbone,-0.0028795085,0.5881136,16.298477,-2.8254774,8.738343
X1283,CN(C[C@@H](N)Cc1ccccc1)CC(H)=O,CN(C[C@@H](N)Cc1ccccc1)CC([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone,-0.00324987,0.5586703,15.482587,-2.2060533,6.8629827
X1330,NC(N)NCCC[C@H](NH)C(H)=O,NC(N)NCCC[C@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone,-0.0034564917,0.638596,17.697552,-2.5837612,9.338409
X1306,CC(C)(C)OC(=O)N[C@@H](C(H)=O)c1ccsc1,CC(C)(C)OC(=O)N[C@@H](C([*])=O)c1ccsc1 |$;;;;;;;;;;_R2;;;;;;$|,Backbone,-0.0026070338,0.5647145,15.649993,-2.3809633,7.2744136
X1253,HN1[C@H](Cc2ccccc12)C(H)=O,[*]N1[C@H](Cc2ccccc12)C([*])=O |$_R1;;;;;;;;;;;_R2;$|,Backbone,-0.0032832462,0.6312908,17.49508,-2.4833708,10.766522
X1241,HN[C@H](Cc1cnc(Cc2ccccc2)[nH]1)C(H)=O,[*]N[C@H](Cc1cnc(Cc2ccccc2)[nH]1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0022775792,0.5912439,16.385155,-2.8193324,7.667864
X1408,HN[C@@H](CCCCNC1CC1)C(H)=O,[*]N[C@@H](CCCCNC1CC1)C([*])=O |$_R1;;;;;;;;;;;;_R2;$|,Backbone,-0.003182713,0.64442253,17.858978,-3.1111286,10.043974
X1242,HN[C@H](Cc1c[nH]c2cc(ccc12)N(=O)=O)C(H)=O,[*]N[C@H](Cc1c[nH]c2cc(ccc12)N(=O)=O)C([*])=O |$_R1;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0030126087,0.6062124,16.800058,-2.2414398,8.927467
Aca,CCCCCCCC[C@H](NH)C(H)=O,CCCCCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone,-0.002888281,0.64688706,17.927237,-2.6048102,8.137343
X1277,CCN1C(=O)c2cccc3c(ccc(C1=O)c23)-n1cc(C[C@H](NH)C(H)=O)nn1,CCN1C(=O)c2cccc3c(ccc(C1=O)c23)-n1cc(C[C@H](N[*])C([*])=O)nn1 |$;;;;;;;;;;;;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,-0.0027956304,0.5530824,15.327664,-2.4564373,8.425193
X1471,NC(=N)N1CCC[C@@H]1C(H)=O,NC(=N)N1CCC[C@@H]1C([*])=O |$;;;;;;;;;_R2;$|,Backbone,-0.002887845,0.58184826,16.124851,-2.6888204,6.7802706
X1475,NCCCCC[C@H](NH)C(=O)c1nccs1,NCCCCC[C@H](N[*])C(=O)c1nccs1 |$;;;;;;;;_R1;;;;;;;$|,Backbone,-0.0025427968,0.61924326,17.161118,-3.0284183,7.956781
Me_dV,CC(C)[C@@H](N(C)H)C(H)=O,CC(C)[C@@H](N(C)[*])C([*])=O |$;;;;;;_R1;;_R2;$|,Backbone,-0.003041247,0.62360704,17.282108,-2.7559083,9.6034975
X1126,NCCCC[C@H](NC(=O)OCc1ccccc1N(=O)=O)C(H)=O,NCCCC[C@H](NC(=O)OCc1ccccc1N(=O)=O)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0029690538,0.5678573,15.737139,-2.3288074,7.2781196
X387,C[C@@H]([C@H](NH)C(H)=O)c1ccccc1,C[C@@H]([C@H](N[*])C([*])=O)c1ccccc1 |$;;;;_R1;;_R2;;;;;;;$|,Backbone,-0.003171644,0.6207169,17.202036,-2.698379,9.044212
Me_dA,C[C@@H](N(C)H)C(H)=O,C[C@@H](N(C)[*])C([*])=O |$;;;;_R1;;_R2;$|,Backbone,-0.0031873595,0.6578398,18.230804,-2.8702948,10.104586
Boc_E,CC(C)(C)OC(=O)N[C@@H](CCC(O)=O)C(H)=O,CC(C)(C)OC(=O)N[C@@H](CCC(O)=O)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,Backbone,-0.0030890692,0.6058225,16.789265,-1.9547257,7.5844383
